,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV,PUC
1992-01-17,9.15999985,4.45,8.22,0,19.110864491500102,596.1437603095011,0.010082836,0.0301161210459373,0.9855797709999999,0,1,24.9427840641354,0,418.86,416.0,419.45,418.2,23.45240761,17.86,0.93999985,0,0,0.00114167041645992,27.181272117649698,0.028629399,3.56,3.79,-0.008261137739055159,7.1,1066.0,3.2030000000000003,7.086,86.39,0.0028651809999999996,49.5,48.9,46.8,35040.0,7.826542687000001,51840.0,1531.0,5.95,0.0167388883537993,16.32,2.3264,38.5694,9.0,3.497730595,922.0,171.85
1992-01-20,9.13000011,4.45,8.22,0,18.999613529824398,596.1437603095011,0.010082836,0.0301161210459373,0.968980953,0,1,24.796760877516604,0,416.36,415.8,418.86,418.86,23.31243001,17.86,0.9100001099999989,0,0,0.00115942110160461,27.0179445365768,0.028801302,3.56,3.79,-0.00345406223609793,7.1,1066.0,3.194,7.066,86.27,0.0028651809999999996,49.5,48.9,46.8,31560.0,7.595898561,30660.0,1534.0,5.95,0.0169698574715185,16.42,2.313,38.4744,9.0,3.490638905,759.0,127.61
1992-01-21,9.10000038,4.45,8.17,0,18.8326472844018,596.1437603095011,0.010082836,0.0301161210459373,0.845824487,0,1,24.5780625185612,0,412.64,411.32,416.39,416.36,23.10414334,17.86,0.9300003800000011,0,0,0.000579710550802304,26.7755149919208,0.029068946000000002,4.11,3.73,0.00544533539922305,7.1,1066.0,3.199,7.02,86.15,0.0028651809999999996,49.5,48.9,46.8,50280.0,7.417727723,30660.0,1534.0,5.95,0.0220864359461003,17.92,2.2913,38.4458,9.0,3.4743280189999997,578.0,73.75
1992-01-22,9.13000011,4.45,8.21,0,19.0860305621031,596.1437603095011,0.010082836,0.0301161210459373,0.828028792,0,1,24.907913717587103,1,418.13,412.49,418.13,412.65,23.41153415,17.86,0.9200001099999979,0,0,0.0,27.1306253651045,0.028687274,4.82,3.75,-0.0189696832544339,7.1,1103.0,3.26,7.093,86.26,0.0028651809999999996,49.5,48.9,46.8,30720.0,7.076390101,54000.0,1531.0,5.95,0.0186546725919946,16.75,2.3217,38.3443,9.0,3.5002126860000002,1147.0,86.28
1992-01-23,9.14999962,4.45,8.24,0,18.9441323090476,596.1437603095011,0.010082836,0.0301161210459373,0.814083267,0,1,24.721928344004997,2,414.96,414.36,419.78,418.13,23.23404255,17.86,0.909999619999999,0,0,0.0,26.923935024759196,0.028786799,4.15,3.77,-0.00822016353642597,7.1,1103.0,3.3560000000000003,7.23,86.94,0.0028651809999999996,49.5,48.9,46.8,47520.0,8.684354567,34980.0,1516.0,5.95,0.0176004295467134,16.46,2.3043,38.3499,9.0,3.54879076,798.0,123.99
1992-01-24,9.21000004,3.96,8.27,0,18.9707017224137,596.1437603095011,0.010082836,0.0301161210459373,0.82970297,0,1,24.755766473808897,3,415.48,414.29,417.27,414.96,23.31537598,17.82,0.940000040000001,0,0,0.0,26.9566808422446,0.028721214,3.96,3.81,-0.0163920104460221,7.1,1103.0,3.324,7.2379999999999995,86.37,0.0028651809999999996,49.5,48.9,46.8,35400.0,5.945765716,49260.0,1502.0,5.95,0.0171788182348561,16.24,2.3101,38.0409,9.0,3.551627435,908.0,34.25
1992-01-27,9.22000027,3.96,8.26,0,18.9511536011377,596.1437603095011,0.010082836,0.0301161210459373,0.8708102409999999,0,1,24.729429115784697,4,414.99,414.48,416.84,415.44,23.28787879,17.82,0.96000027,0,0,0.0,26.9238815248425,0.028795152,4.08,3.85,-0.0134002903860492,7.1,1103.0,3.3089999999999997,7.254,87.41,0.0028651809999999996,49.5,48.9,46.8,49980.0,3.980557518,31860.0,1483.0,5.95,0.0186085550952881,16.67,2.3057,38.0952,9.0,3.557300787,890.0,310.3
1992-01-28,9.18999958,3.96,8.22,0,18.9526071255337,596.1437603095011,0.010082836,0.0301161210459373,0.9510961840000001,0,1,24.7305003383358,5,414.96,414.54,416.41,414.98,23.28619529,17.82,0.96999958,1,0,0.0,26.920975526941,0.028716696,4.0,3.83,-0.0028300499094527803,7.1,1103.0,3.238,7.165,87.05,0.0028651809999999996,49.5,48.9,46.8,51600.0,5.791391168,45600.0,1468.0,5.95,0.0221879797754766,17.67,2.3057,37.9137,9.0,3.525742769,891.0,162.7
1992-01-29,9.17000008,3.96,8.24,0,18.744386999319698,596.1437603095011,0.010082836,0.0301161210459373,0.867180805,0,1,24.4580200024896,4,410.34,409.17,417.83,414.99,23.02693603,17.82,0.930000079999999,1,0,0.0,26.620365628854604,0.029037652,3.93,3.86,0.00834505192173989,7.1,1103.0,3.32,7.247000000000001,86.98,0.0028651809999999996,49.5,48.9,46.8,53040.0,14.16402586,43140.0,1447.0,5.95,0.0214340204259116,17.62,2.2793,38.1407,9.0,3.5548186960000003,653.0,239.55
1992-01-30,9.19999981,3.96,8.26,0,18.806112423019396,596.1437603095011,0.007137871,0.0301161210459373,0.9075925290000001,0,1,24.5377691161766,3,411.63,409.26,412.17,410.34,23.0993266,17.82,0.93999981,1,0,0.0,26.7048301130129,0.028947452999999998,4.02,3.83,0.00515883385335744,7.1,1103.0,3.35,7.307,87.58,0.0028651809999999996,49.5,48.9,46.8,32640.0,9.624532427,53940.0,1440.0,5.95,0.021610926524356002,17.49,2.2864,37.9745,9.0,3.576093764,888.0,315.54
1992-01-31,9.22999954,3.96,8.27,0,18.679138878524398,596.1437603095011,0.007137871,0.0301161210459373,0.8950419829999999,0,1,24.3713520712287,2,408.79,408.64,412.63,411.65,22.93995511,17.82,0.95999954,1,0,0.0,26.521377181403604,0.029156951,4.4,3.84,0.00546179149780545,7.1,1103.0,3.339,7.274,87.49,0.0028651809999999996,49.5,48.9,46.8,53760.0,8.859446718,33000.0,1430.0,5.95,0.0215590315639457,17.4,2.269,38.0499,9.0,3.5643924769999997,748.0,112.98
1992-02-03,9.21000004,3.96,8.28,0,18.71573321182,596.1437603095011,0.007137871,0.0301161210459373,0.89996012,0,1,24.4183487684658,1,409.53,407.45,409.95,408.71,22.98148148,17.82,0.930000040000001,1,0,0.0,26.570339748157895,0.028811955,4.0,3.84,0.0101478015806288,7.1,1103.0,3.4130000000000003,7.348,87.08,-0.00041888099999999996,49.5,48.9,46.8,31800.0,9.61425421,44760.0,1421.0,5.95,0.024558487884623,18.2,2.2718,37.9851,9.0,3.590631728,923.0,204.43
1992-02-04,9.23999977,3.96,8.24,0,18.9159683470698,596.1437603095011,0.007137871,0.0301161210459373,0.947564313,0,1,24.6788095916132,0,413.85,409.28,413.85,409.6,23.22390572,17.82,0.9999997700000011,0,1,0.0,26.851588114088102,0.028429697,3.83,3.84,-0.00037359396806254,7.1,1103.0,3.33,7.267,86.7,-0.00041888099999999996,49.5,48.9,46.8,38700.0,6.42127582,53940.0,1402.0,5.95,0.0238826564525132,17.96,2.2959,38.1605,9.0,3.561910385,1116.0,126.07
1992-02-05,9.18000031,3.96,8.25,0,18.9183186892078,596.1437603095011,0.007137871,0.0301161210459373,1.020815837,0,1,24.6810931340104,0,413.84,413.18,416.17,413.88,23.22334456,17.82,0.93000031,0,0,0.0,26.8516921163689,0.028799584,4.17,3.84,0.00775727252889082,7.1,1103.0,3.259,7.186,86.25,-0.00041888099999999996,49.5,48.9,46.8,53400.0,8.683523877,42360.0,1393.0,5.95,0.0248313708466175,18.22,2.2951,38.1624,9.0,3.533189043,966.0,312.87
1992-02-06,9.15999985,3.96,8.25,0,18.9202102735444,596.1437603095011,0.007137871,0.0301161210459373,1.0263,1,1,24.6827805314113,0,413.82,411.93,414.55,413.87,23.22222222,17.82,0.90999985,0,0,0.0,26.8511380512937,0.028816249,4.1,3.81,-0.000477678056839446,7.1,1103.0,3.304,7.209,86.1,-0.00041888099999999996,49.5,48.9,46.8,50160.0,6.254376317999999,32880.0,1372.0,5.95,0.0273781008560433,18.79,2.2942,38.0175,9.0,3.5413444860000003,912.0,85.02
1992-02-07,9.15999985,3.96,8.22,0,18.7981782511538,596.1437603095011,0.007137871,0.0301161210459373,1.0353864179999999,0,1,24.522827004844498,0,411.09,408.04,415.29,413.82,23.06902357,17.82,0.93999985,0,0,0.0,26.6747254602967,0.029075896,3.89,3.74,0.0032101414117171,7.1,1103.0,3.3560000000000003,7.1770000000000005,85.29,-0.00041888099999999996,49.6,45.4,47.3,46800.0,12.95803051,31380.0,1365.0,5.95,0.0261225984063153,18.51,2.2795,38.0595,9.0,3.5299977819999997,702.0,121.72
1992-02-10,9.15999985,3.96,8.24,0,18.923531045271602,596.1437603095011,0.007137871,0.0301161210459373,1.063942674,0,1,24.6855784085636,0,413.77,411.07,413.77,411.07,23.21941639,17.82,0.91999985,0,0,0.0,26.8492759248855,0.028978853,3.95,3.73,-0.015727440358944,7.1,1103.0,3.365,7.186,86.1,-0.00041888099999999996,49.6,45.4,47.3,30660.0,5.766293117000001,52800.0,1356.0,5.95,0.0267246394984756,18.56,2.2944,38.0566,9.0,3.533189043,1062.0,197.85
1992-02-11,9.18999958,3.96,8.25,0,18.9258749218165,596.1437603095011,0.007137871,0.0301161210459373,1.0098179809999999,0,1,24.6878630144281,0,413.76,412.24,414.38,413.77,23.21885522,17.82,0.93999958,0,0,0.0,26.849292841132897,0.028953451,3.91,3.75,-0.013544654518113998,7.1,1103.0,3.373,7.2170000000000005,86.93,-0.00041888099999999996,49.6,45.4,47.3,49560.0,5.940536582999999,52260.0,1349.0,5.95,0.0237209587593296,17.7,2.2961,36.3785,9.0,3.544181161,935.0,162.52
1992-02-12,9.18999958,3.96,8.25,0,19.082845345485,596.1437603095011,0.007137871,0.0301161210459373,1.0237160790000002,0,1,24.891822720135604,0,417.13,413.36,418.08,413.77,23.40796857,17.82,0.93999958,0,0,0.0,27.0686897504826,0.028587539,3.9,3.75,-0.00793502684031228,7.1,1103.0,3.4330000000000003,7.266,87.5,-0.00041888099999999996,49.6,45.4,47.3,33000.0,5.540339557,53640.0,1339.0,5.95,0.0228415261170722,17.37,2.3145,36.4125,9.0,3.5615558010000004,1096.0,261.56
1992-02-13,9.18000031,3.96,8.29,1,18.9282702955273,596.1437603095011,0.007137871,0.0301161210459373,0.9891577340000001,0,1,24.6894259702488,0,413.69,412.07,417.77,417.13,23.21492705,17.82,0.890000310000001,0,0,0.0,26.8461811492062,0.028859653,4.0,3.79,-0.0055654845099663295,7.1,1103.0,3.503,7.388,88.28,-0.00041888099999999996,49.6,45.4,47.3,52380.0,9.76553657,32700.0,1323.0,5.95,0.0227981518130045,17.45,2.2954,36.1345,9.0,3.604815107,609.0,106.72
1992-02-14,9.22999954,3.96,8.31,0,18.875695414848398,590.060660714506,0.007137871,0.0301161210459373,1.027269417,0,1,24.6200847213237,0,412.48,411.2,413.84,413.69,23.14702581,17.82,0.919999539999999,0,0,0.0,26.7682921877065,0.029115812,4.0,3.79,-0.000665659846139669,7.1,1103.0,3.4930000000000003,7.386,88.32,-0.00041888099999999996,49.6,45.4,47.3,31440.0,5.8911247939999996,47280.0,1315.0,5.95,0.0215985790921778,17.03,2.2882,36.2129,9.0,3.604105938,786.0,50.78
1992-02-18,9.27000046,3.96,8.34,0,18.631591511984603,590.060660714506,0.007137871,0.0249097128553633,0.958585487,0,1,24.318549249895398,0,407.38,406.34,413.27,412.48,22.86083053,17.82,0.93000046,0,0,-0.00416512655245924,26.4189036914372,0.029466665,4.81,3.81,0.00735471272208614,7.1,1103.0,3.5669999999999997,7.47,89.06,-0.00041888099999999996,49.6,45.4,47.3,51840.0,8.731163791,40740.0,1282.0,5.84,0.0255992672820096,18.22,2.2587,36.5393,9.0,3.633891034,714.0,209.18
1992-02-19,9.31000042,3.96,8.33,0,18.6746022887488,590.060660714506,0.007137871,0.0256330401925062,0.9246681529999999,0,1,24.3739542815392,1,408.26,406.54,408.7,407.38,22.91021324,17.82,0.98000042,0,0,-0.00254518304463005,26.476656004695002,0.029413167999999996,4.57,3.85,0.0170658403155623,7.1,1167.0,3.45,7.397,89.05,-0.00041888099999999996,49.6,45.4,47.3,33420.0,5.636313202999999,54000.0,1266.0,5.84,0.0220130330657978,17.16,2.2642,36.2618,9.0,3.6080063669999998,753.0,250.48
1992-02-20,9.28999996,3.96,8.33,0,18.935387401030397,590.060660714506,0.007137871,0.0256330401925062,0.919669318,0,1,24.713547521602102,2,413.9,408.26,413.9,408.26,23.22671156,17.82,0.959999959999999,0,0,-0.00164856687394383,26.8430268540183,0.029070307000000004,4.1,3.88,-0.000244569685660014,7.1,1167.0,3.386,7.395,89.09,-0.00041888099999999996,49.6,45.4,47.3,30660.0,8.030065556,52500.0,1260.0,5.84,0.0204465723878948,16.72,2.2956,36.5244,9.0,3.607297198,1158.0,313.57
1992-02-21,9.27999973,3.93,8.33,0,18.8265432560314,590.060660714506,0.007137871,0.0256330401925062,0.939029928,0,1,24.570734068208605,3,411.46,409.72,414.26,413.9,23.08978676,17.82,0.94999973,0,0,-0.00075195070325762,26.6855212167629,0.029041438,3.9,3.93,0.00286238474691477,7.1,1167.0,3.406,7.445,89.65,-0.00041888099999999996,49.6,45.4,47.3,48360.0,7.318000368,32760.0,1247.0,5.84,0.0209230701137186,16.87,2.282,36.4717,9.0,3.625026422,725.0,84.01
1992-02-24,9.28999996,3.93,8.34,0,18.8663919386605,590.060660714506,0.007137871,0.0256330401925062,0.945957065,0,1,24.6219807970044,4,412.27,410.34,412.94,411.46,23.1352413,17.82,0.94999996,0,0,0.000144665467428595,26.7388073642487,0.0289454,4.04,3.93,0.00028857661423483197,7.1,1167.0,3.445,7.483,89.44,-0.00041888099999999996,49.6,45.4,47.3,42420.0,5.958130306,34260.0,1236.0,5.84,0.0219636860835434,17.13,2.2868,36.3879,9.0,3.638500632,726.0,165.98
1992-02-25,9.30000019,3.93,8.33,0,18.785877745312,590.060660714506,0.007137871,0.0256330401925062,0.937325179,0,1,24.5161621549231,5,410.45,408.02,412.27,412.27,23.03310887,17.82,0.97000019,1,0,0.0,26.621470859046802,0.029184747999999996,3.97,3.96,0.00567930448255729,7.1,1167.0,3.364,7.447,89.75,-0.00041888099999999996,49.6,45.4,47.3,35340.0,6.540838746,30660.0,1234.0,5.84,0.0192422226514304,16.35,2.2769,36.353,9.0,3.625735591,644.0,229.25
1992-02-26,9.27000046,3.93,8.3,0,19.0129504876566,590.060660714506,0.007137871,0.0256330401925062,1.015526841,0,1,24.8117164355149,4,415.35,410.48,415.35,410.48,23.30808081,17.82,0.97000046,1,0,0.0,26.939965513375,0.028803804,3.93,3.94,-0.0147521113655103,7.1,1167.0,3.281,7.322,89.2,0.020635835,49.6,45.4,47.3,30660.0,5.429581838,53760.0,1227.0,5.84,0.0201604382924776,16.64,2.3035,36.113,9.0,3.5814125310000002,1141.0,141.81
1992-02-27,9.22999954,3.93,8.3,0,18.9475379142287,590.060660714506,0.007137871,0.0256330401925062,0.9575655820000001,0,1,24.7255862713132,3,413.86,413.47,415.99,415.35,23.22446689,17.82,0.929999539999999,1,0,0.0,26.844094245363898,0.028777122999999998,3.96,3.93,-0.0180735571699658,7.1,1167.0,3.2969999999999997,7.327000000000001,88.72,0.020635835,49.6,45.4,47.3,52260.0,5.60903371,31620.0,1228.0,5.84,0.0196592915671662,16.51,2.2947,35.9689,9.0,3.5831854539999997,912.0,163.13
1992-02-28,9.19999981,3.93,8.27,0,18.898398055595,590.060660714506,0.007137871,0.0256330401925062,0.984058124,0,1,24.659180506909298,2,412.7,411.8,416.07,413.86,25.6176288,16.11,0.92999981,1,0,0.0,26.769662914057697,0.028807002999999998,4.13,3.93,-0.0203749233901022,7.1,1167.0,3.233,7.25,88.99,0.020635835,49.6,45.4,47.3,48840.0,7.114091623999999,42060.0,1222.0,5.84,0.020891090464701,16.68,2.2826,35.9071,9.0,3.555882449,825.0,123.52
1992-03-02,9.17000008,3.93,8.3,0,18.890913939731696,590.060660714506,0.007137871,0.0256330401925062,1.0124480470000001,0,1,24.6471402394655,1,412.45,411.52,413.74,412.68,25.60211049,16.11,0.870000079999999,1,0,0.0,26.7542350155443,0.028863862,4.32,4.03,-0.0178702626212615,7.1,1167.0,3.2689999999999997,7.379,89.19,0.020635835,49.6,45.4,47.3,48660.0,5.803929387999999,37560.0,1223.0,5.84,0.0218109556500536,16.88,2.281,35.7378,5.3,3.601623847,907.0,231.77
1992-03-03,9.21000004,3.93,8.32,0,18.9132008644542,590.060660714506,0.007137871,0.0256330401925062,1.07530717,0,1,24.6739411811439,0,412.85,411.88,413.78,412.45,25.62693979,16.11,0.89000004,0,0,0.0,26.7808317577603,0.029070122,4.02,4.04,-0.0147062871247179,7.1,1167.0,3.275,7.4079999999999995,89.96,0.020635835,49.6,45.4,47.3,32580.0,6.025475889,31200.0,1227.0,5.84,0.0233002879712192,17.26,2.2829,35.7325,5.3,3.6119067960000004,929.0,215.09
1992-03-04,9.21000004,3.93,8.32,0,18.7558759677512,590.060660714506,0.007137871,0.0256330401925062,0.961595489,0,1,24.4664668399163,0,409.33,409.33,413.27,412.86,25.40844196,16.11,0.89000004,0,0,0.0,26.5531588673668,0.02934769,3.86,4.03,-0.0131993615865832,7.1,1167.0,3.2889999999999997,7.422000000000001,90.53,0.023993255,49.6,45.4,47.3,54000.0,7.312322786,31140.0,1228.0,5.84,0.0255754789512993,17.89,2.2637,35.8677,5.3,3.6168709789999998,613.0,352.82
1992-03-05,9.19999981,3.93,8.32,0,18.6305633399219,590.060660714506,0.007137871,0.0256330401925062,0.883902335,1,1,24.3008083044563,0,406.51,405.42,409.33,409.33,25.23339541,16.11,0.8799998099999989,0,0,0.0,26.370919590875,0.029536961,4.08,4.04,-0.00663401645968104,7.1,1167.0,3.3560000000000003,7.5089999999999995,90.69,0.023993255,49.6,45.4,47.3,49800.0,7.0750575079999996,30660.0,1227.0,5.84,0.0276636588706153,18.47,2.2485,36.0334,5.3,3.6477198289999997,486.0,75.27
1992-03-06,9.22000027,3.93,8.33,0,18.539575176459802,590.060660714506,0.007137871,0.0256330401925062,0.8549579740000001,0,1,24.1799619800543,0,404.44,403.65,407.51,406.51,25.10490379,16.11,0.89000027,0,0,0.0,26.2373273323154,0.029720601,3.95,4.04,0.00328723222074883,7.3,1167.0,3.353,7.474,90.48,0.023993255,49.6,45.4,47.3,49500.0,6.2844555710000005,31260.0,1227.0,5.84,0.0327225909045094,19.75,2.2376,36.0835,5.3,3.635309372,602.0,74.3
1992-03-09,9.19999981,3.93,8.31,0,18.5787589742147,590.060660714506,0.007137871,0.0256330401925062,0.853242095,0,1,24.228894203379397,0,405.21,404.25,405.64,404.45,25.15270019,16.11,0.889999809999999,0,0,0.0,26.2879941819345,0.029610967000000002,4.0,4.01,0.0027354063514494,7.3,1167.0,3.304,7.404,90.26,0.023993255,49.6,45.4,47.3,30720.0,4.674985174,33660.0,1229.0,5.84,0.032511617522954,19.68,2.2441,35.6533,5.3,3.610488459,884.0,186.02
1992-03-10,9.18000031,3.93,8.31,0,18.6596880141982,590.060660714506,0.007137871,0.0256330401925062,0.880962538,0,1,24.3322442891507,0,406.89,405.21,409.16,405.21,25.25698324,16.11,0.87000031,0,0,0.0,26.3976323583225,0.029582467,3.87,4.01,0.00641319611655018,7.3,1167.0,3.338,7.44,90.72,0.023993255,49.6,45.4,47.3,30660.0,5.9867696,48960.0,1232.0,5.84,0.0292559529500627,18.68,2.255,35.6196,5.3,3.6232535000000006,1076.0,85.46
1992-03-11,9.15999985,3.93,8.33,0,18.5324030656536,590.060660714506,0.007137871,0.0256330401925062,0.86643461,0,1,24.164112189917397,0,404.03,402.64,407.02,406.88,25.07945376,16.11,0.82999985,0,0,0.0,26.212774835284602,0.029758087000000003,3.83,4.01,0.0124116967797926,7.3,1167.0,3.415,7.507000000000001,90.35,0.023993255,49.6,45.4,47.3,51180.0,7.348359531,31800.0,1231.0,5.84,0.0334756612667647,19.79,2.2395,35.7452,5.3,3.64701066,516.0,78.56
1992-03-12,9.22000027,3.93,8.35,1,18.529851231808397,590.060660714506,0.007137871,0.0256330401925062,0.923287671,0,1,24.1586369427642,0,403.89,401.94,404.72,404.03,25.0707635,16.11,0.87000027,0,0,0.0,26.2043844154751,0.02976397,3.94,4.02,0.0143398334302396,7.3,1167.0,3.487,7.599,90.83,0.023993255,49.6,45.4,47.3,37500.0,7.164750457,31800.0,1231.0,5.84,0.0331199923572353,19.72,2.2387,35.6823,5.3,3.679632432,629.0,151.59
1992-03-13,9.27999973,3.93,8.38,0,18.6232901107766,590.060660714506,0.007137871,0.0256330401925062,1.016186929,0,1,24.2781765310921,0,405.84,403.92,406.69,404.79,25.39674593,15.98,0.899999729999999,0,0,0.0,26.331558884927002,0.029653187999999997,3.85,4.06,0.0131716453271476,7.3,1167.0,3.5469999999999997,7.699,90.84,0.023993255,49.6,45.4,47.3,30660.0,5.349721581,31560.0,1228.0,5.84,0.0276441218948715,18.35,2.2495,35.6577,5.3,3.715090879,987.0,57.31
