,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV,PUC,PCR
1997-01-22,8.07999992,6.41,7.38,0,28.410898924888603,713.9346888307659,0.011150731,0.0345302847991906,0.956676712,0,1,53.108964838111,1,786.23,779.56,786.23,782.72,20.57116693,38.22,0.699999920000001,0,0,0.0,41.8799243485644,0.018507218,5.21,5.02,-0.0181601411678822,5.3,1329.0,1.395,6.556,92.47,-0.012526700000000002,61.7,52.0,55.2,32100.0,8.435210694,54000.0,1435.0,1.88,0.0170031024123914,17.09,3.3872,34.5017,-7.8,2.865212795,1222.0,90.75,0.41
1997-01-23,8.07999992,6.41,7.42,0,28.0890393530493,713.9346888307659,0.011150731,0.0345302847991906,0.9405608209999999,0,1,52.372252612192,2,777.56,776.64,794.67,786.23,20.34432234,38.22,0.659999920000001,0,0,0.0,41.4102365670423,0.018725346,5.24,5.02,0.00862785825547184,5.3,1329.0,1.429,6.5889999999999995,92.56,-0.012526700000000002,61.7,52.0,55.2,54000.0,14.955248600000001,47340.0,1422.0,1.88,0.0219137801116842,18.47,3.3497,34.7161,-7.8,2.8905459469999997,1139.0,51.24,0.39
1997-01-24,8.09000015,6.22,7.5,0,27.8262478498973,713.9346888307659,0.011150731,0.0345302847991906,0.84648566,0,1,51.698654507855,3,770.52,768.17,778.21,777.53,20.16012559,38.22,0.59000015,0,0,0.0,41.027662406027005,0.018896434,5.13,5.02,0.0203773656590972,5.3,1329.0,1.464,6.622000000000001,92.12,-0.012526700000000002,61.7,52.0,55.2,46260.0,17.51461732,32460.0,1407.0,1.88,0.0240610743536862,19.33,3.3208,34.8494,-7.8,2.910975908,836.0,48.39,0.41
1997-01-27,8.14999962,6.22,7.53,0,27.619221048836497,713.9346888307659,0.011150731,0.0345302847991906,0.7969777720000001,0,1,51.551269221832,4,765.02,764.18,771.43,770.52,20.01622187,38.22,0.6199996199999991,0,0,0.0,40.7274808163531,0.018917074,5.33,5.05,0.0262178316877453,5.3,1329.0,1.483,6.671,92.77,-0.012526700000000002,61.7,52.0,55.2,53220.0,13.59643411,42600.0,1394.0,1.88,0.0264982249907618,20.16,3.2969,34.7897,-7.8,2.959190618,865.0,98.8,0.49
1997-01-28,8.18000031,6.22,7.5,0,27.610830849107103,713.9346888307659,0.011150731,0.0345302847991906,0.8192578009999999,0,1,51.698654507855,5,765.02,761.75,776.32,765.02,20.01622187,38.22,0.68000031,1,0,0.0,40.720094640754496,0.01896987,5.27,5.04,0.0295040342014733,5.3,1329.0,1.443,6.635,93.16,-0.012526700000000002,61.7,52.0,55.2,53280.0,13.33750918,40380.0,1382.0,1.88,0.0276354257956189,20.74,3.2959,34.7793,-7.8,2.942846648,1422.0,29.36,0.4
1997-01-29,8.14999962,6.22,7.51,0,27.872336041858603,713.9346888307659,0.011150731,0.0325803329301113,0.834618022,0,1,52.203853086106996,4,772.5,765.02,772.7,765.02,20.21193093,38.22,0.639999619999999,1,0,-0.00155996149526345,41.110606131224706,0.01881165,5.05,5.04,0.000840360065156388,5.3,1329.0,1.4469999999999998,6.617999999999999,93.02,-0.048103272,61.7,52.0,55.2,30660.0,9.045598953999999,54000.0,1370.0,1.88,0.0252347861522143,20.23,3.3289999999999997,34.9088,-7.8,3.019663304,1270.0,43.51,0.37
1997-01-30,8.14000034,6.22,7.48,0,28.284821688546902,713.9346888307659,0.011386655,0.0325803329301113,0.8935366140000001,0,1,52.877451190444,3,784.17,772.5,784.17,772.5,20.51726845,38.22,0.66000034,1,0,-0.00116997112144759,41.723415177221,0.018491832,5.3,5.03,-0.0053611125819344,5.3,1329.0,1.4169999999999998,6.587000000000001,92.83,-0.048103272,61.7,52.0,55.2,30660.0,8.475073057000001,54000.0,1361.0,1.88,0.021961867017073002,19.47,3.3791,35.1756,-7.8,3.001684938,1561.0,51.52,0.39
1997-01-31,8.11999989,6.22,7.39,0,28.348341880327897,713.9346888307659,0.011386655,0.0325803329301113,0.9760337040000001,0,1,52.814265667463,2,786.16,784.17,791.86,784.17,20.78688525,37.82,0.7299998900000011,1,0,-0.0007799807476317269,41.8210694260925,0.018399295,5.37,5.01,0.00933753884936927,5.3,1329.0,1.347,6.494,93.04,-0.048103272,61.7,52.0,55.2,30660.0,10.62327411,52800.0,1367.0,1.88,0.022068384184404002,19.525,3.3573,34.9348,-7.8,2.9379434580000003,1411.0,31.65,0.35
1997-02-03,8.02999973,6.22,7.34,0,28.3606424593459,713.9346888307659,0.011386655,0.0325803329301113,1.033666134,0,1,52.97216043111,1,786.73,783.12,787.14,786.16,20.80195664,37.82,0.68999973,1,0,-0.00038999037381586,41.8431038632866,0.018423131000000002,5.36,4.97,-0.00316132116897553,5.3,1329.0,1.3430000000000002,6.4479999999999995,93.09,-0.048103272,61.7,52.0,55.2,33720.0,8.779582307,53640.0,1374.0,1.88,0.0233373811542218,19.58,3.3557,34.9342,-7.8,2.875836375,1395.0,88.97,0.37
1997-02-04,7.98000002,6.22,7.32,0,28.443577525307003,713.9346888307659,0.011386655,0.0325803329301113,1.021032557,0,1,53.298450005655006,0,789.26,783.68,789.28,786.73,20.86885246,37.82,0.66000002,0,1,0.0,41.9692316429961,0.018418911,5.18,5.0,0.0021808499549630603,5.3,1329.0,1.294,6.4239999999999995,93.24,-0.048103272,61.7,52.0,55.2,42660.0,5.598442805,53880.0,1375.0,1.88,0.0233082763543166,19.43,3.366,34.8773,-7.8,2.844782833,1177.0,44.55,0.48
1997-02-05,7.96000004,6.22,7.33,0,28.0397351255352,713.9346888307659,0.011386655,0.0325803329301113,0.991043123,0,1,52.298562326773,0,778.28,773.43,792.71,789.26,20.57852988,37.82,0.63000004,0,0,0.0,41.37723663639729,0.018710284,5.17,4.99,0.0351921899830349,5.3,1329.0,1.347,6.466,93.32,-0.049405906,61.7,52.0,55.2,52740.0,17.18384649,34260.0,1387.0,1.88,0.0293368929987543,21.06,3.3201,35.3153,-7.8,2.8742019780000003,964.0,36.39,0.42
1997-02-06,7.98000002,6.22,7.36,0,28.098956833951302,713.9346888307659,0.011386655,0.0325803329301113,0.9518868909999999,1,1,52.645866141379,0,780.15,774.45,780.35,778.28,20.62797462,37.82,0.62000002,0,0,0.0,41.468300262352,0.01879527,5.22,5.0,0.039383890305282006,5.3,1329.0,1.337,6.466,93.47,-0.049405906,61.7,52.0,55.2,47460.0,13.03394751,40860.0,1406.0,1.88,0.0256710038424601,20.16,3.3276,35.2124,-7.8,2.892180344,1250.0,38.84,0.5
1997-02-07,8.0,6.22,7.34,0,28.4296430985707,713.9346888307659,0.011386655,0.0325803329301113,0.9742251000000001,0,1,53.361564127236996,0,789.56,778.19,789.72,780.15,20.87678477,37.82,0.66,0,0,0.0,41.959894989729705,0.018535969,5.08,4.99,0.0235744678394477,5.4,1329.0,1.2819999999999998,6.398,93.68,-0.049405906,57.0,53.3,53.8,48060.0,13.48030738,54000.0,1415.0,1.88,0.0204327692801759,18.9,3.3668,35.5094,-7.8,2.781858552,1643.0,56.95,0.45
1997-02-10,7.96999979,6.22,7.34,0,28.2727515452134,713.9346888307659,0.011386655,0.0325803329301113,0.955209463,0,1,52.856365548984,0,785.43,784.69,793.46,789.56,20.76758329,37.82,0.62999979,0,0,0.0,41.7319777869333,0.018623926000000002,5.18,4.99,0.041522453770152,5.4,1329.0,1.27,6.396,93.52,-0.049405906,57.0,53.3,53.8,53880.0,8.35163601,32640.0,1425.0,1.88,0.0274134264960395,20.65,3.3489,35.3772,-5.5,2.898717932,1169.0,90.63,0.52
1997-02-11,7.96999979,6.22,7.28,0,28.4142822154769,713.9346888307659,0.011386655,0.0325803329301113,0.975027084,0,1,53.466849531738994,0,789.59,780.95,789.6,785.43,20.877578,37.82,0.68999979,0,0,0.0,41.944763534082206,0.018307096000000002,5.07,5.01,0.0233382098436899,5.4,1329.0,1.266,6.406000000000001,94.25,-0.049405906,57.0,53.3,53.8,51180.0,10.9649501,53940.0,1434.0,1.88,0.0250355922499868,19.97,3.3682,35.4199,-5.5,2.863578398,1315.0,28.74,0.53
1997-02-12,7.90999985,6.22,7.29,0,28.8802388051617,713.9346888307659,0.011386655,0.0325803329301113,1.088061193,0,1,54.224647399118005,0,802.77,789.59,802.77,789.59,21.22607086,37.82,0.61999985,0,0,0.0,42.6360322832514,0.01816904,4.63,5.01,-0.00291159807702198,5.4,1329.0,1.273,6.412999999999999,94.71,-0.049405906,57.0,53.3,53.8,30660.0,9.367372802,53820.0,1440.0,1.88,0.0230459126244982,19.48,3.4279,35.8149,-5.5,2.839879642,1800.0,29.93,0.45
1997-02-13,7.92000008,6.22,7.22,1,29.1973962682161,713.9346888307659,0.011386655,0.0325803329301113,1.16438394,0,1,54.814045740413,0,811.82,802.77,812.93,802.77,21.46536224,37.82,0.700000080000001,0,0,0.0,43.1075809400459,0.017931068,5.19,4.99,-0.0133318427989957,5.4,1329.0,1.19,6.308,94.8,-0.049405906,57.0,53.3,53.8,30660.0,7.919693093999999,53460.0,1450.0,1.88,0.0222024325520151,19.23,3.4664,35.9687,-5.5,2.870115985,1732.0,50.17,1.47
1997-02-14,7.86000013,6.22,7.17,0,29.0688952542673,714.134932292479,0.011386655,0.0325803329301113,1.1166873529999999,0,1,54.68774609585,0,808.48,808.15,812.2,811.82,21.37704918,37.82,0.69000013,0,0,0.0,42.9213419331996,0.017934544,5.15,4.96,0.000764151483402271,5.4,1329.0,1.181,6.265,94.91,-0.049405906,57.0,53.3,53.8,47400.0,8.590158567000001,33480.0,1460.0,1.88,0.0222438709055142,19.18,3.4508,36.0388,-5.5,2.860309604,1345.0,91.21,0.43
1997-02-18,7.80999994,6.22,7.18,0,29.2860957674858,714.134932292479,0.011386655,0.0325803329301113,1.1649408940000001,0,1,55.150844792581,0,816.29,806.34,816.29,808.48,21.58355368,37.82,0.62999994,0,0,0.0,43.245102540340795,0.017949283,5.55,4.96,-0.00690080712979838,5.4,1329.0,1.18,6.273,95.15,-0.049405906,57.0,53.3,53.8,36840.0,6.220321736,54000.0,1467.0,1.82,0.0245978396760995,19.7,3.485,35.965,-5.5,2.826804467,1535.0,31.0,0.51
1997-02-19,7.82000017,6.22,7.21,0,29.141443104513304,714.134932292479,0.011386655,0.0344641639424852,1.171620127,0,1,54.782455336516,1,812.49,811.2,817.68,816.29,21.48307774,37.82,0.61000017,0,0,0.00150706480989911,43.034668175368004,0.01799936,5.19,4.97,-0.0100384723051995,5.4,1329.0,1.216,6.314,95.53,-0.049405906,57.0,53.3,53.8,51780.0,10.45958946,43860.0,1468.0,1.82,0.0279001073834999,20.61,3.4677,36.0168,-5.5,2.851320421,1293.0,11.69,0.42
1997-02-20,7.849999900000001,6.22,7.25,0,28.7856841932409,714.134932292479,0.011386655,0.0344641639424852,1.0438637720000001,0,1,54.119361994616,2,802.8,800.35,812.49,812.49,21.22686409,37.82,0.5999999,0,0,0.00113029860742433,42.5125968740036,0.018234603999999998,5.15,4.95,-0.0129017050140784,5.4,1350.0,1.31,6.3870000000000005,94.91,-0.049405906,57.0,53.3,53.8,53040.0,11.48357509,30660.0,1468.0,1.82,0.0312494476613183,21.41,3.4281,36.1485,-5.5,2.8259872689999996,859.0,127.2,0.51
1997-02-21,7.88999987,5.62,7.27,0,28.740564347649396,714.134932292479,0.011386655,0.0344641639424852,0.980348442,0,1,54.140447636076004,3,801.77,799.99,804.94,802.8,21.19962983,37.82,0.61999987,0,0,0.000753532404949554,42.449271391029704,0.018256383,5.08,4.95,-0.0162477857117937,5.4,1350.0,1.2830000000000001,6.367999999999999,95.04,-0.049405906,57.0,53.3,53.8,32880.0,9.131022134,36540.0,1465.0,1.82,0.0275652467592054,20.55,3.424,36.1666,-5.5,2.840696841,1324.0,48.47,0.66
1997-02-24,7.90999985,5.62,7.29,0,29.0373540541997,714.134932292479,0.011386655,0.0344641639424852,0.995863409,0,1,54.782455336516,4,810.28,798.42,810.64,801.77,21.42464305,37.82,0.61999985,0,0,0.00037676620247477404,42.89079568305,0.018059967,5.22,4.97,-0.0213454262687134,5.4,1350.0,1.28,6.385,94.29,-0.049405906,57.0,53.3,53.8,31020.0,8.403166797,53880.0,1463.0,1.82,0.025176338772067,19.84,3.4592,36.2861,-5.5,2.8578580089999996,1511.0,79.07,0.35
1997-02-25,7.92999983,5.62,7.3,0,29.0943055865241,714.134932292479,0.011386655,0.0299290087770947,0.9700347,0,1,54.824555218037005,5,812.1,807.65,812.85,810.28,21.47276573,37.82,0.62999983,1,0,-0.0036281241323123897,42.978166602836,0.017943541,5.28,5.0,-0.0276178117204795,5.4,1350.0,1.24,6.391,94.26,-0.049405906,57.0,53.3,53.8,47340.0,8.852500581000001,33420.0,1460.0,1.82,0.0266831047828989,19.98,3.4668,36.1433,-5.5,2.847234429,1430.0,28.5,0.38
1997-02-26,7.94000006,5.62,7.43,0,28.856108833741697,714.134932292479,0.011386655,0.0299290087770947,0.89360325,0,1,54.287761520699995,4,805.68,798.13,812.7,812.1,21.30301428,37.82,0.51000006,1,0,-0.0027210930992343,42.629744622697004,0.018022565,5.2,5.06,-0.000963900820411062,5.4,1350.0,1.351,6.532,94.94,-0.049405906,57.0,53.3,53.8,49200.0,18.66993451,32340.0,1458.0,1.82,0.0292963969769095,20.74,3.4394,36.2925,-5.5,2.880739565,775.0,83.41,0.51
1997-02-27,8.06000042,5.62,7.45,0,28.4680279436997,714.134932292479,0.011386655,0.0299290087770947,0.9007766859999999,0,1,53.477359009363006,3,795.07,795.06,805.68,805.68,21.02247488,37.82,0.61000042,1,0,-0.0018140620661562,42.0598615331313,0.018383413,5.29,5.07,0.00824628389891884,5.4,1350.0,1.3530000000000002,6.553999999999999,94.87,0.016463778000000002,57.0,53.3,53.8,54000.0,9.811979609,30660.0,1454.0,1.82,0.0318558369454848,21.08,3.3949,36.3696,-5.5,2.82517007,917.0,54.63,0.39
1997-02-28,8.07999992,5.62,7.43,0,28.3077277365725,714.134932292479,0.011386655,0.0299290087770947,0.872069313,0,1,53.319464245716,2,790.82,788.5,795.7,795.07,20.83847167,37.95,0.649999920000001,1,0,-0.0009070310330780981,41.8266727502491,0.018488986000000002,5.5,5.07,0.0201344254937247,5.4,1350.0,1.3319999999999999,6.5520000000000005,94.89,0.016463778000000002,57.0,53.3,53.8,36720.0,10.8898145,52320.0,1443.0,1.82,0.0317497589465155,21.1,3.3713,36.4014,-5.5,2.8905459469999997,1063.0,42.14,0.6
1997-03-03,8.05000019,5.62,7.46,0,28.460288185662698,714.134932292479,0.011386655,0.0299290087770947,0.837898543,0,1,53.67734893934399,1,795.31,785.66,795.31,790.82,20.95678524,37.95,0.59000019,1,0,0.0,42.055839129994,0.018258993,5.4,5.09,0.0238277573099387,5.4,1350.0,1.338,6.568,95.39,0.016463778000000002,57.0,53.3,53.8,31320.0,8.660142286000001,54000.0,1430.0,1.82,0.0308813610773318,20.89,3.3948,36.4368,-5.5,2.866029993,1292.0,33.73,0.55
1997-03-04,8.09000015,5.62,7.48,0,28.2961598566261,714.134932292479,0.011386655,0.0299290087770947,0.8408622440000001,0,1,53.38264976869701,0,790.95,789.98,798.93,795.31,20.84189723,37.95,0.6100001499999991,0,0,0.0,41.8170292478628,0.018421329,5.16,5.08,0.0239613977268831,5.4,1350.0,1.367,6.601,96.08,0.016463778000000002,57.0,53.3,53.8,54000.0,8.377162476,42660.0,1417.0,1.82,0.029906766104997998,20.62,3.3748,36.3746,-5.5,2.851320421,1423.0,42.26,0.48
1997-03-05,8.10000038,5.62,7.46,0,28.682907862698197,714.134932292479,0.011386655,0.0299290087770947,0.961812882,0,1,54.287761520699995,0,801.99,790.95,801.99,790.95,21.13280632,37.95,0.6400003800000009,0,0,0.0,42.3919987667256,0.018253893,5.15,5.06,-0.00174120733984628,5.4,1350.0,1.376,6.568,95.92,0.016463778000000002,57.0,53.3,53.8,30660.0,8.188744155,54000.0,1414.0,1.82,0.025171092373139997,19.49,3.4213,36.4694,-5.5,2.888094352,1604.0,11.59,0.49
1997-03-06,8.09000015,5.62,7.5,0,28.552074421655696,714.134932292479,0.011386655,0.0299290087770947,1.020845385,1,1,53.972048109992,0,798.56,797.5,804.11,801.99,21.04242424,37.95,0.59000015,0,0,0.0,42.202005909147296,0.018400546,5.22,5.07,-0.0115568732641155,5.4,1350.0,1.413,6.625,95.9,0.015395685,57.0,53.3,53.8,50940.0,8.069149299,31380.0,1419.0,1.82,0.0290158825395444,20.48,3.4062,36.4688,-5.5,2.892997542,1276.0,65.08,0.55
1997-03-07,8.13000011,5.62,7.46,0,28.7730456005887,714.134932292479,0.011386655,0.0299290087770947,1.092948476,0,1,54.456161046784,0,804.97,798.56,808.19,798.56,21.2113307,37.95,0.670000109999999,0,0,0.0,42.5318724397327,0.018259749,5.21,5.08,-0.0153793694802303,5.3,1350.0,1.329,6.539,96.12,0.015395685,57.6,56.4,53.1,30660.0,8.34419101,45240.0,1430.0,1.82,0.0253436164768164,19.32,3.432,36.3704,-5.5,2.87828797,1651.0,37.32,0.47
1997-03-10,8.10000038,5.62,7.45,0,29.0750135974061,714.134932292479,0.011386655,0.0299290087770947,1.121253725,0,1,55.024545148018,0,813.65,803.66,813.66,804.97,21.4400527,37.95,0.6500003800000009,0,0,0.0,42.981370497841205,0.018046248,5.24,5.05,-0.0230265970554747,5.3,1350.0,1.3559999999999999,6.544,95.58,0.015395685,57.6,56.4,53.1,31920.0,7.877117257,54000.0,1438.0,1.82,0.0245599715917273,19.0,3.47,36.1287,-5.5,2.8586752069999997,1656.0,5.8,0.45
1997-03-11,8.09000015,5.62,7.48,0,28.9842107381034,714.134932292479,0.011386655,0.0299290087770947,1.103380997,0,1,54.729845977371,0,811.34,810.77,814.9,813.65,21.37918314,37.95,0.6100001499999991,0,0,0.0,42.850287412402395,0.018109572,5.21,5.03,-0.0284727888982787,5.3,1350.0,1.405,6.577000000000001,95.73,0.015395685,57.6,56.4,53.1,52740.0,8.068658371,31440.0,1445.0,1.82,0.0261613774397643,19.25,3.4669,36.2209,-5.5,2.861126802,1319.0,14.09,0.49
1997-03-12,8.10999966,5.62,7.48,0,28.723111751023602,714.134932292479,0.011386655,0.0299290087770947,1.031922314,0,1,54.245661639179,0,804.26,801.07,811.34,811.34,21.19262187,37.95,0.6299996599999991,0,0,0.0,42.4677389499839,0.018131736000000002,5.01,5.06,-0.0229523352491492,5.3,1350.0,1.4180000000000001,6.61,95.42,0.015395685,57.6,56.4,53.1,51900.0,9.271534117,30660.0,1454.0,1.82,0.0275208167951898,19.61,3.4372,36.1908,-5.5,2.859492406,957.0,40.58,0.6
1997-03-13,8.11999989,5.62,7.6,1,28.1901065974338,714.134932292479,0.011386655,0.0279916494368679,0.94071511,0,1,53.403664008758,0,789.56,789.44,804.26,804.26,20.80527009,37.95,0.519999890000001,0,0,-0.0015498874721814099,41.683106834099895,0.01865596,5.21,5.1,-0.0124780265055453,5.3,1350.0,1.47,6.702999999999999,96.02,0.015395685,57.6,56.4,53.1,54000.0,10.73485642,30660.0,1465.0,1.82,0.0282265801889014,19.79,3.3757,36.9037,-5.5,2.865212795,534.0,28.92,0.57
1997-03-14,8.22000027,5.62,7.57,0,28.310957280405802,716.8109130990201,0.011386655,0.0279916494368679,0.905774315,0,1,53.67734893934399,0,793.17,789.56,796.88,789.56,20.90039526,37.95,0.65000027,0,0,-0.00116241560413606,41.8651956854222,0.018550752,5.15,5.09,-0.0129883157385777,5.3,1350.0,1.462,6.692,95.58,0.015395685,57.6,56.4,53.1,30660.0,10.19812433,37680.0,1475.0,1.82,0.0279553209999357,19.81,3.3911,36.8883,-5.5,2.86766439,1452.0,31.99,0.5
1997-03-17,8.18999958,5.62,7.59,0,28.393564684757102,716.8109130990201,0.011386655,0.0279916494368679,0.809151738,0,1,53.824662823969,0,795.71,782.98,796.28,793.17,20.96732543,37.95,0.59999958,0,0,-0.0007749437360907059,41.9906925300462,0.018497405,5.39,5.12,-0.0018802484372741398,5.3,1350.0,1.464,6.7139999999999995,95.68,0.015395685,57.6,56.4,53.1,43380.0,15.27449007,53400.0,1481.0,1.82,0.031693965217096,20.95,3.4014,36.4775,-5.5,2.927319878,850.0,35.21,0.61
1997-03-18,8.19999981,5.62,7.59,0,28.1168387227387,716.8109130990201,0.011386655,0.0279916494368679,0.760756062,0,1,53.245773960298,0,789.66,785.47,797.18,795.71,20.80790514,37.95,0.60999981,0,0,-0.000387471868045351,41.5848683018691,0.018637376,5.42,5.13,-0.0009361021190190849,5.3,1528.0,1.4280000000000002,6.7139999999999995,94.98,0.015395685,57.6,56.4,53.1,51960.0,11.67337706,30960.0,1490.0,1.82,0.0326231598174771,21.26,3.3789999999999996,36.6716,-5.5,2.956739022,863.0,165.36,0.62
1997-03-19,8.19999981,5.62,7.62,0,27.9704705030993,716.8109130990201,0.011386655,0.0304979164129273,0.7717407690000001,0,1,53.06686495659,1,785.77,780.03,791.59,789.66,20.70540184,37.95,0.579999809999999,0,0,0.0020050135808475,41.37185861492671,0.018734388,5.36,5.15,0.00678452566745212,5.3,1528.0,1.454,6.739,95.2,0.015395685,57.6,56.4,53.1,40020.0,13.66762551,33660.0,1493.0,1.82,0.0339168493590254,21.74,3.3619,36.7108,-5.5,3.039276067,956.0,97.98,0.59
