,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5
1960-04-04,5.2,1.0,4.45,0,17.4471975570534,223.705353510699,0.0,0.0140389225794295,0.0,0,1,0.977777469785748,0,55.54,55.54,55.54,55.54,16.38348083,3.39,0.75,0,0,0.0,31.3085246872419,0.033755165,3.75,2.72,0.0114171000561189
1960-04-05,5.2,1.0,4.45,0,17.5499513758876,223.705353510699,0.0,0.0140389225794295,0.0,0,1,0.9837226244789209,0,55.87,55.87,55.87,55.87,16.48082596,3.39,0.75,0,0,0.0,31.493112113103,0.03356289,3.75,2.8,0.0078063942148311
1960-04-06,5.2,1.0,4.45,0,17.7500677733233,223.705353510699,0.0,0.0140389225794295,0.0,0,1,0.9951268778881529,0,56.51,56.51,56.51,56.51,16.66961652,3.39,0.75,0,0,0.0,31.852412703839196,0.033189798,4.0,2.92,-0.0035889364905770603
1960-04-07,5.2,1.0,4.45,0,17.7522883220767,223.705353510699,0.0,0.0150739407846445,0.0,0,1,0.9954385419330309,0,56.52,56.52,56.52,56.52,16.67256637,3.39,0.75,0,0,0.000828014564172008,31.8565870467871,0.033190245,4.0,3.05,-0.00146697803407412
1960-04-08,5.2,1.0,4.45,0,17.7105837486318,223.705353510699,0.0,0.0150739407846445,0.0,0,1,0.993284548843716,0,56.39,56.39,56.39,56.39,16.68343195,3.38,0.75,0,0,0.000621010923129005,31.7818519340314,0.033273093999999996,4.0,3.3,0.0036604405303936
1960-04-11,5.2,1.0,4.45,0,17.640618793765398,223.705353510699,0.0,0.0150739407846445,0.0,0,1,0.9895449521721421,0,56.17,56.17,56.17,56.17,16.6183432,3.38,0.75,0,1,0.000414007282086005,31.6563973866649,0.033409773,4.0,3.55,-0.000589976940996329
1960-04-12,5.2,1.0,4.45,0,17.6805761946405,223.705353510699,0.0,0.0150739407846445,0.0,0,1,0.9919707792219609,0,56.3,56.3,56.3,56.3,16.65680473,3.38,0.75,0,0,0.000207003641043002,31.7281950556769,0.033338971,4.0,3.6,-0.0152674990794867
1960-04-13,5.2,1.0,4.45,0,17.679706881245398,223.705353510699,0.0,0.0150739407846445,0.0,0,1,0.9921064205481399,0,56.3,56.3,56.3,56.3,16.65680473,3.38,0.75,0,0,0.0,31.726723274342298,0.033345315,3.75,3.57,-0.0125637790728818
1960-04-14,5.2,1.0,4.45,0,17.719704336167702,223.705353510699,0.0,0.0150739407846445,0.0,0,1,0.9945329115693771,0,56.43,56.43,56.43,56.43,16.74480712,3.37,0.75,0,0,0.0,31.7985031555447,0.033274825,4.0,3.52,-0.0179316343982015
1960-04-18,5.2,1.0,4.45,0,17.7691186496978,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.997488460797294,0,56.59,56.59,56.59,56.59,16.79228487,3.37,0.75,0,0,0.0,31.8871767324073,0.033187056,3.75,3.28,-0.030932469009795
1960-04-19,5.2,1.0,4.45,0,17.623859632441498,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.989515927414734,0,56.13,56.13,56.13,56.13,16.65578635,3.37,0.75,0,0,0.0,31.6264985326342,0.033465395,3.5,3.34,-0.0195241175249632
1960-04-20,5.2,1.0,4.45,0,17.4064020774757,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.977487631470408,1,55.44,55.44,55.44,55.44,16.45103858,3.37,0.75,0,0,0.0,31.2362531991376,0.033888344,3.5,3.34,-0.0071847962635246294
1960-04-21,5.2,1.0,4.45,0,17.452686495316698,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.9802680831072891,2,55.59,55.59,55.59,55.59,16.49554896,3.37,0.75,0,0,0.0,31.3192949614538,0.033803327,4.0,3.35,-0.0186683200482497
1960-04-22,5.2,1.0,4.45,0,17.3985504374522,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.9774060742822951,3,55.42,55.42,55.42,55.42,16.49404762,3.36,0.75,0,0,0.0,31.2220461789635,0.033913462000000005,4.0,3.37,-0.0191093884369239
1960-04-25,5.2,1.0,4.45,0,17.221988544141,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.967665494939232,4,54.86,54.86,54.86,54.86,16.32738095,3.36,0.75,0,0,0.0,30.905098233530502,0.034266154,4.0,3.26,-0.0133746432926693
1960-04-26,5.2,1.0,4.45,0,17.2777379074593,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.970976272879367,5,55.04,55.04,55.04,55.04,16.38095238,3.36,0.75,1,0,0.0,31.005031905822502,0.034160581,3.5,3.25,-0.00379283125944656
1960-04-27,5.2,1.0,4.45,0,17.2769812361081,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.9711120833957391,4,55.04,55.04,55.04,55.04,16.38095238,3.36,0.75,1,0,0.0,31.003559830399798,0.034167069,4.0,3.25,3.9842804198928495e-05
1960-04-28,5.2,1.0,4.45,0,17.1255604813202,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.9627789108272,3,54.56,54.56,54.56,54.56,16.23809524,3.36,0.75,1,0,0.0,30.7317170705863,0.034474205,4.0,3.16,0.00553098081565288
1960-04-29,5.2,1.05,4.45,0,17.065219065041198,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.9595619728142271,2,54.37,54.37,54.37,54.37,16.22985075,3.35,0.75,1,0,0.0,30.6232359356366,0.034600517000000004,4.0,3.04,0.00701712026530935
1960-05-02,5.28,1.05,4.46,0,16.9891902301058,221.671668478783,0.0,0.0150739407846445,0.0,0,0,0.9554621438722549,1,54.13,54.13,54.13,54.13,16.15820896,3.35,0.82,1,1,0.0,30.486601408309497,0.034759793,4.0,3.03,0.0123529432662435
1960-05-03,5.28,1.05,4.46,0,17.208183579877602,221.671668478783,0.0,0.0150739407846445,0.0,0,0,0.9679539053401509,0,54.83,54.83,54.83,54.83,16.36716418,3.35,0.82,0,0,0.0,30.8793695672864,0.034321813,4.0,3.14,-0.00744993017260571
1960-05-04,5.28,1.05,4.46,0,17.2733812002541,221.671668478783,0.0,0.0150739407846445,0.0,0,0,0.9717970929757019,0,55.04,55.04,55.04,55.04,16.42985075,3.35,0.82,0,0,0.0,30.9961499909437,0.03419663,4.0,3.12,-0.0085154233934083
1960-05-05,5.28,1.05,4.46,0,17.216184096645502,221.671668478783,0.0,0.0150739407846445,0.0,0,0,0.968754900798287,0,54.86,54.86,54.86,54.86,16.3761194,3.35,0.82,0,0,0.0,30.893295364524104,0.034314618,4.0,3.09,-0.000114481625683722
1960-05-06,5.28,1.05,4.46,0,17.1810019097949,221.671668478783,0.0,0.0150739407846445,0.0,0,0,0.966948392333412,0,54.75,54.75,54.75,54.75,16.39221557,3.34,0.82,0,0,0.0,30.829864594828898,0.034389359,4.0,3.04,0.0100746460731527
1960-05-09,5.28,1.05,4.46,0,17.1960303500488,221.671668478783,0.0,0.0147288156733674,0.0,0,0,0.9679674119500581,0,54.8,54.8,54.8,54.8,16.40718563,3.34,0.82,0,0,-0.000276100089021725,30.856528783059996,0.034363775,4.0,3.22,0.00826495769242042
1960-05-10,5.28,1.05,4.46,0,17.0761309981504,221.671668478783,0.0,0.0147288156733674,0.0,0,0,0.9613912118295629,0,54.42,54.42,54.42,54.42,16.29341317,3.34,0.82,0,0,-0.000207075066766293,30.6410764982886,0.034609561000000004,4.0,3.25,0.0190186950027226
1960-05-11,5.28,1.05,4.46,0,17.12254057535,221.671668478783,0.0,0.0147288156733674,0.0,0,0,0.96417713388411,0,54.57,54.57,54.57,54.57,16.33832335,3.34,0.82,0,0,-0.00013805004451086298,30.724042907140603,0.034520245,4.0,3.31,0.0159082478444478
1960-05-12,5.28,1.05,4.46,0,17.2097359132905,221.671668478783,0.0,0.0147288156733674,0.0,0,0,0.969260369811864,0,54.85,54.85,54.85,54.85,16.42215569,3.34,0.82,0,0,-6.90250222554305e-05,30.8801871961448,0.034349813,4.0,3.36,0.0151106072823508
1960-05-13,5.28,1.05,4.46,0,17.2740138864115,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.977348409521407,0,55.3,55.3,55.3,55.3,16.60660661,3.33,0.82,0,0,0.0035284196298640295,30.995126877660898,0.034076035,4.0,3.44,0.0096289050462366
1960-05-16,5.28,1.05,4.46,0,17.2578405650956,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.9766007886374121,0,55.25,55.25,55.25,55.25,16.59159159,3.33,0.82,0,0,0.0026463147223980197,30.965705946835197,0.034112619,4.0,3.62,0.00927029671713945
1960-05-17,5.28,1.05,4.46,0,17.3228794856471,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.9804488329002591,0,55.46,55.46,55.46,55.46,16.65465465,3.33,0.82,0,0,0.00176420981493202,31.0819987650923,0.033989175,4.0,3.54,0.00439514931239116
1960-05-18,5.28,1.05,4.46,0,17.316076694084,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.980231359659367,0,55.44,55.44,55.44,55.44,16.64864865,3.33,0.82,0,0,0.000882104907466007,31.0693824135452,0.034007163,3.25,3.67,0.00420921072969141
1960-05-19,5.28,1.05,4.46,0,17.390480331172302,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.984610901865078,1,55.68,55.68,55.68,55.68,16.72072072,3.33,0.82,0,0,0.0,31.2024650763565,0.033866282000000004,4.0,3.42,0.0005973552988834629
1960-05-20,5.28,1.12,4.46,0,17.4368144991203,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.987399542189918,2,55.83,55.83,55.83,55.83,16.81626506,3.32,0.82,0,0,0.0,31.285099609888,0.033780977999999996,4.0,3.25,-0.00156977992641059
1960-05-23,5.28,1.12,4.46,0,17.4144380145894,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.986297688306765,3,55.76,55.76,55.76,55.76,16.79518072,3.32,0.82,0,1,0.0,31.244448931911002,0.03382908,4.0,3.42,0.00128262811234027
1960-05-24,5.28,1.12,4.46,0,17.3951862755704,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.985372563875007,4,55.7,55.7,55.7,55.7,16.77710843,3.32,0.82,0,0,0.0,31.209401784726502,0.03387122,3.5,3.36,0.0034217623016582197
1960-05-25,5.28,1.12,4.46,0,17.3853048471844,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.984978032467573,5,55.67,55.67,55.67,55.67,16.76807229,3.32,0.82,1,0,0.0,31.1911631487323,0.033895175,3.0,3.32,0.0082305245797186
1960-05-26,5.28,1.12,4.46,0,17.3972842187261,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.985821967087255,4,55.71,55.71,55.71,55.71,16.78012048,3.32,0.82,1,0,0.0,31.2121411618993,0.033876537000000005,4.0,3.26,0.00928867784097675
1960-05-27,5.28,1.12,4.46,0,17.4061840410311,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.9864890639855309,3,55.74,55.74,55.74,55.74,16.83987915,3.31,0.82,1,0,0.0,31.2275116000557,0.033863999,3.5,3.09,0.0204239779882492
1960-05-31,5.28,1.12,4.46,0,17.433819728823302,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.988218135087305,2,55.83,55.83,55.83,55.83,16.86706949,3.31,0.82,1,0,0.0,31.2764898910196,0.033815096,3.5,3.12,0.0282617033934569
1960-06-01,5.26,1.12,4.45,0,17.452086572523697,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.9894164304042329,1,55.89,55.89,55.89,55.89,16.88519637,3.31,0.81,1,0,0.0,31.308654858501,0.033784474,2.0,3.06,0.0351675777336523
1960-06-02,5.26,1.12,4.45,0,17.526557698292198,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.993801415105854,0,56.13,56.13,56.13,56.13,16.95770393,3.31,0.81,0,0,0.0,31.4416419066573,0.033645675,3.75,2.92,0.0327899749613064
1960-06-03,5.26,1.12,4.45,0,17.5573553190006,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.9957082549144008,0,56.23,56.23,56.23,56.23,17.03939394,3.3,0.81,0,0,0.0,31.496194898731105,0.033591484,4.0,2.65,0.0304946400013136
