,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR
1962-01-16,5.11,0.83,4.43,0,21.365023451858498,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.28688253893741,0,69.07,69.07,69.07,69.07,21.45031056,3.22,0.680000000000001,0,0,-4.02819377587349e-06,37.29967696774521,0.028582114,2.5,2.73,-0.0112988541458743,6.1,1350.0,1.402,4.132
1962-01-17,5.09,0.83,4.42,0,21.1330975121441,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.27306116654994,0,68.32,68.32,68.32,68.32,21.2173913,3.22,0.67,0,0,-2.68546251724899e-06,36.8926986360935,0.028902271,3.0,2.74,0.00122533160302124,6.1,1350.0,1.382,4.122
1962-01-18,5.09,0.83,4.42,0,21.1548175121446,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.2745178566787398,0,68.39,68.39,68.39,68.39,21.23913043,3.22,0.67,0,0,-1.3427312586245e-06,36.928533388038204,0.028879071,2.25,2.71,-0.0005322427904636151,6.1,1306.0,1.402,4.112
1962-01-19,5.09,0.83,4.42,0,21.266189848028603,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.28137916901658,0,68.75,68.75,68.75,68.75,21.28482972,3.23,0.67,0,0,0.0,37.1209418120267,0.028734199,2.0,2.71,-0.00900597318030937,6.1,1306.0,1.402,4.112
1962-01-22,5.09,0.83,4.42,0,21.2847643437488,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.28264982345261,1,68.81,68.81,68.81,68.81,21.30340557,3.23,0.67,0,1,0.0,37.1513506373483,0.028715487,1.25,2.68,-0.0132567934081658,6.1,1306.0,1.412,4.092
1962-01-23,5.09,0.83,4.42,0,21.1239292915536,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.27310916442978,2,68.29,68.29,68.29,68.29,21.14241486,3.23,0.67,0,0,0.0,36.868618577732704,0.028940536,0.5,2.66,-0.00170036014648603,6.1,1306.0,1.452,4.112
1962-01-24,5.08,0.83,4.42,0,21.157970042303397,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.27531225537922,3,68.4,68.4,68.4,68.4,21.17647059,3.23,0.66,0,0,0.0,36.9260195963829,0.028900376000000002,0.25,2.66,0.00647248406175518,6.1,1306.0,1.442,4.102
1962-01-25,5.08,0.83,4.42,0,21.1425184666405,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.27453242460806,4,68.35,68.35,68.35,68.35,21.16099071,3.23,0.66,0,0,0.0,36.8970370651724,0.028927902999999998,2.0,2.66,0.0132874449044684,6.1,1306.0,1.452,4.112
1962-01-26,5.08,0.74,4.42,0,21.07437688389,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.27058248606692,5,68.13,68.13,68.13,68.13,20.96307692,3.25,0.66,1,0,0.0,36.7762870161814,0.029027722000000002,2.5,2.67,0.0244201340222943,6.1,1306.0,1.442,4.112
1962-01-29,5.08,0.74,4.42,0,21.003142705545798,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.2664455788950602,4,67.9,67.9,67.9,67.9,20.89230769,3.25,0.66,1,0,0.0,36.6501470353951,0.029132477,2.5,2.67,0.0288028709363534,6.1,1306.0,1.452,4.122
1962-01-30,5.08,0.74,4.42,0,21.086570864479,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.27163398912578,3,68.17,68.17,68.17,68.17,20.97538462,3.25,0.66,1,0,0.0,36.793884023085205,0.029023496,1.5,2.67,0.0259781222043802,6.1,1306.0,1.442,4.112
1962-01-31,5.08,0.74,4.41,0,21.293727191281,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.2842845665823701,2,68.84,68.84,68.84,68.84,21.18153846,3.25,0.67,1,0,0.0,37.153483139898896,0.02874736,1.5,2.73,0.0227518261633426,5.8,1306.0,1.3719999999999999,4.102
1962-02-01,5.08,0.74,4.41,0,21.423551659172002,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.29227262582506,1,69.26,69.26,69.26,69.26,21.31076923,3.25,0.67,1,0,0.0,37.378118060687704,0.028579335,2.25,2.69,0.0189384887353904,5.8,1306.0,1.402,4.092
1962-02-02,5.08,0.74,4.41,0,21.593533186262196,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.3026872050846698,0,69.81,69.81,69.81,69.81,21.41411043,3.26,0.67,0,0,0.0,37.672877326965605,0.028360425,1.5,2.67,0.009611357677998679,5.8,1306.0,1.412,4.082
1962-02-05,5.08,0.74,4.41,0,21.615040604952103,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.30414597948428,0,69.88,69.88,69.88,69.88,21.43558282,3.26,0.67,0,0,0.0,37.70858165079439,0.028338262000000003,2.0,2.67,0.00832475430796202,5.8,1306.0,1.402,4.072
1962-02-06,5.08,0.74,4.41,0,21.639640996136897,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.3057915522505,0,69.96,69.96,69.96,69.96,21.4601227,3.26,0.67,0,0,0.0,37.74967249327229,0.028312096000000002,2.75,2.68,0.007037454375615541,5.8,1306.0,1.382,4.062
1962-02-07,5.07,0.74,4.42,0,21.781779889555,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.31452995074512,0,70.42,70.42,70.42,70.42,21.60122699,3.26,0.65,0,0,0.0,37.9957859967318,0.028133354,2.75,2.73,5.5162849635771994e-05,5.8,1306.0,1.3419999999999999,4.072
1962-02-08,5.07,0.74,4.42,0,21.8311238955206,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.31766926580322,0,70.58,70.58,70.58,70.58,21.65030675,3.26,0.65,0,0,0.0,38.080007896012795,0.028075762,2.75,2.72,0.0023181064779046,5.8,1306.0,1.3519999999999999,4.072
1962-02-09,5.07,0.74,4.42,0,21.7999932638457,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.31595496267155,0,70.48,70.48,70.48,70.48,21.55351682,3.27,0.65,0,0,0.0,38.0239450287457,0.02812179,2.75,2.72,0.0016136328320453,5.8,1306.0,1.3319999999999999,4.052
1962-02-12,5.07,0.74,4.42,0,21.7936077360435,234.280515676659,0.0,0.00668675176229572,0.0,0,1,1.3157341679138799,0,70.46,70.46,70.46,70.46,21.54740061,3.27,0.65,0,1,0.0,38.0110404966434,0.028135967999999997,2.75,2.72,-0.000655108068144168,5.8,1306.0,,
1962-02-13,5.07,0.74,4.42,0,21.790315503051,234.280515676659,0.0,0.0056808841167153,0.0,0,1,1.3157000806306798,0,70.45,70.45,70.45,70.45,21.54434251,3.27,0.65,0,0,-0.000804694116464333,38.0035263296965,0.028146157999999998,1.75,2.76,0.0030310020361434802,5.8,1306.0,1.272,4.032
1962-02-14,5.08,0.74,4.42,0,21.7808375090205,234.280515676659,0.0,0.0056808841167153,0.0,0,1,1.3152924778411799,0,70.42,70.42,70.42,70.42,21.5351682,3.27,0.66,0,0,-0.00060352058734825,37.9852193484263,0.028164347000000003,2.75,2.82,-0.00136573250888445,5.8,1306.0,1.212,4.032
1962-02-15,5.08,0.74,4.42,0,21.857780701287,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.32142206536244,0,70.74,70.74,70.74,70.74,21.63302752,3.27,0.66,0,0,0.000396986896694429,38.1176194163268,0.028043112999999998,2.75,2.84,-0.00817714619983773,5.8,1306.0,1.182,4.022
1962-02-16,5.08,0.74,4.42,0,21.8111434528824,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.3187735112917,1,70.59,70.59,70.59,70.59,21.45592705,3.29,0.66,0,0,0.00039832693707886297,38.0346878548675,0.028109448999999998,2.5,2.83,-0.0117725710393941,5.8,1292.0,1.192,4.022
1962-02-19,5.08,0.74,4.42,0,21.755238290153198,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.3155641810771102,2,70.41,70.41,70.41,70.41,21.40121581,3.29,0.66,0,0,0.000399666977463298,37.935595923185204,0.028188072999999998,2.5,2.8,-0.007358643267226809,5.8,1292.0,1.3019999999999998,4.102
1962-02-20,5.08,0.74,4.42,0,21.8321942142246,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.32038874561145,3,70.66,70.66,70.66,70.66,21.47720365,3.29,0.66,0,0,0.000199833488731649,38.0681719966557,0.028095081,1.75,2.75,-0.00990384265044698,5.8,1292.0,1.3019999999999998,4.052
1962-02-21,5.08,0.74,4.43,0,21.726855320962,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.3141888297414699,4,70.32,70.32,70.32,70.32,21.37386018,3.29,0.65,0,0,0.0,37.882881607406,0.028237692999999998,2.0,2.73,-0.0016590690150608699,5.8,1292.0,1.3019999999999998,4.032
1962-02-23,5.08,0.79,4.43,0,21.677079944675,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.31135215287592,5,70.16,70.16,70.16,70.16,21.26060606,3.3,0.65,1,0,0.0,37.79457025603,0.028308877000000003,2.5,2.69,4.42422002363772e-05,5.8,1292.0,1.3319999999999999,4.022
1962-02-26,5.08,0.79,4.43,0,21.553155636241797,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.3040293324659198,4,69.76,69.76,69.76,69.76,21.13939394,3.3,0.65,1,0,0.0,37.576984128601396,0.028478023999999998,2.5,2.66,0.0036168828653832703,5.8,1292.0,1.3419999999999999,4.002
1962-02-27,5.08,0.79,4.43,0,21.592982522009002,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.30661298242733,3,69.89,69.89,69.89,69.89,21.17878788,3.3,0.65,1,0,0.0,37.6448906443309,0.028431867000000003,2.5,2.72,-0.00153847172204695,5.8,1292.0,1.2919999999999998,4.012
1962-02-28,5.07,0.79,4.42,0,21.6142713206338,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.3080752204908301,2,69.96,69.96,69.96,69.96,21.2,3.3,0.65,1,0,0.0,37.6804674658307,0.028410225,2.75,2.71,-0.0038293041251652796,5.8,1292.0,1.2919999999999998,4.002
1962-03-01,5.07,0.79,4.42,0,21.688080717108498,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.31271620078399,1,70.2,70.2,70.2,70.2,21.27272727,3.3,0.65,1,0,0.0,37.80759107954,0.02831988,2.5,2.68,-0.000101458379486742,5.8,1292.0,1.3019999999999998,3.9819999999999998
1962-03-02,5.07,0.79,4.42,0,21.6753306926546,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.3121218209108798,0,70.16,70.16,70.16,70.16,21.19637462,3.31,0.65,0,0,0.0,37.7839032882964,0.028342812999999998,2.75,2.69,0.00374532590409803,5.8,1292.0,1.2919999999999998,3.9819999999999998
1962-03-05,5.07,0.79,4.42,0,21.6285985001055,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.3094701637183301,0,70.01,70.01,70.01,70.01,21.1510574,3.31,0.65,0,1,0.0,37.7009762264764,0.02841034,2.75,2.7,0.0056074529653325,5.8,1292.0,1.3019999999999998,4.002
1962-03-06,5.07,0.79,4.42,0,21.557153887942,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.3053218737469099,0,69.78,69.78,69.78,69.78,21.081571,3.31,0.65,0,0,0.0,37.5749743845093,0.028510807000000003,2.75,2.72,0.0117367087581917,5.8,1292.0,1.2919999999999998,4.012
1962-03-07,5.05,0.79,4.42,0,21.528961623572602,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.3037919696638702,0,69.69,69.69,69.69,69.69,21.05438066,3.31,0.63,0,0,0.0,37.5243635182851,0.02855446,3.0,2.75,0.0174081496140159,5.6,1292.0,1.252,4.002
1962-03-08,5.05,0.79,4.42,0,21.683032967421997,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.31329987178706,0,70.19,70.19,70.19,70.19,21.20543807,3.31,0.63,0,0,0.0,37.7914179052258,0.028357836,2.75,2.75,0.0123727570394709,5.6,1292.0,1.232,3.9819999999999998
1962-03-09,5.05,0.79,4.42,0,21.753584890899702,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.31775701371206,0,70.42,70.42,70.42,70.42,21.14714715,3.33,0.63,0,0,0.0,37.913071632214496,0.028271978,3.0,2.76,0.00741029865743289,5.6,1292.0,1.202,3.9619999999999997
1962-03-12,5.05,0.79,4.42,0,21.746907740688602,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.31753647122643,0,70.4,70.4,70.4,70.4,21.14114114,3.33,0.63,0,0,0.0,37.900116825480104,0.028286774,3.0,2.75,0.00642257713457208,5.6,1292.0,1.192,3.9419999999999997
1962-03-13,5.05,0.79,4.42,0,21.8081888247354,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.3214332015523997,0,70.6,70.6,70.6,70.6,21.2012012,3.33,0.63,0,0,0.0,38.005588505709795,0.028213386,2.75,2.75,0.000900273875914482,5.6,1292.0,1.172,3.9219999999999997
1962-03-14,5.05,0.79,4.4,0,21.9034454867061,232.043462141552,0.0,0.00668005156037355,0.0,0,1,1.32738927696944,0,70.91,70.91,70.91,70.91,21.29429429,3.33,0.649999999999999,0,0,0.0,38.1702540010168,0.02809676,2.75,2.75,-0.00560703594245315,5.6,1292.0,1.182,3.932
1962-03-15,5.05,0.79,4.4,0,21.9492767940317,233.467041663893,0.0,0.00668005156037355,0.0,0,1,1.3303509461374299,0,71.06,71.06,71.06,71.06,21.33933934,3.33,0.649999999999999,0,0,0.0,38.248772671402996,0.028044152000000003,2.75,2.73,-0.00928306023751633,5.6,1292.0,1.232,3.9619999999999997
1962-03-16,5.05,0.79,4.4,0,21.911655566321997,233.467041663893,0.0,0.00668005156037355,0.0,0,1,1.3282581491294199,0,70.94,70.94,70.94,70.94,21.23952096,3.34,0.649999999999999,0,0,0.0,38.18195434416,0.028098302999999998,2.75,2.72,-0.0068848432646007604,5.6,1292.0,1.242,3.9619999999999997
1962-03-19,5.05,0.79,4.4,0,21.832470119496797,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.32672681810824,0,70.85,70.85,70.85,70.85,21.21257485,3.34,0.649999999999999,0,0,0.00186201247816697,38.0427116645469,0.028140717000000003,3.0,2.7,-0.0135963586472653,5.6,1292.0,1.232,3.932
1962-03-20,5.05,0.79,4.4,0,21.773412477497303,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.32332272518938,0,70.66,70.66,70.66,70.66,21.15568862,3.34,0.649999999999999,0,0,0.00139650935862523,37.9385427024266,0.028223125,2.75,2.7,-0.0136328525609238,5.6,1126.0,1.212,3.912
1962-03-21,5.04,0.79,4.39,0,21.726683450808302,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.3206673568447,1,70.51,70.51,70.51,70.51,21.11077844,3.34,0.65,0,0,0.0009310062390834869,37.855854969465206,0.028289919,3.0,2.71,-0.0066407822350793,5.6,1126.0,1.1520000000000001,3.862
1962-03-22,5.04,0.79,4.39,0,21.692282172565605,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.3187608892936202,2,70.4,70.4,70.4,70.4,21.07784431,3.34,0.65,0,0,0.00046550311954174405,37.79464484983411,0.028340886000000003,3.0,2.69,-0.00550649814044519,5.6,1126.0,1.1420000000000001,3.832
1962-03-23,5.04,0.82,4.39,0,21.7070753812944,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.31985138273416,3,70.45,70.45,70.45,70.45,20.967261899999997,3.36,0.65,0,0,0.0,37.8193277180378,0.028327532000000002,3.0,2.7,-0.0128055901284454,5.6,1126.0,1.172,3.872
1962-03-26,5.04,0.82,4.39,0,21.5339201652798,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.30951390811973,4,69.89,69.89,69.89,69.89,20.80059524,3.36,0.65,0,1,0.0,37.5165572034345,0.028561322000000004,3.0,2.71,-0.00741353893588053,5.6,1126.0,1.182,3.892
1962-03-27,5.04,0.82,4.39,0,21.4747732856222,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.3061078274846298,5,69.7,69.7,69.7,69.7,20.74404762,3.36,0.65,1,0,0.0,37.41241796357421,0.028646011000000002,2.75,2.72,-0.0127932354921273,5.6,1126.0,1.182,3.9019999999999997
1962-03-28,5.02,0.82,4.39,0,21.5789201694836,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.3126330127118,4,70.04,70.04,70.04,70.04,20.845238100000003,3.36,0.63,1,0,0.0,37.592753058210604,0.028513752000000003,3.0,2.73,-0.0223165613596833,5.6,1126.0,1.172,3.9019999999999997
1962-03-29,5.02,0.82,4.39,0,21.5690700156417,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.31222472252004,3,70.01,70.01,70.01,70.01,20.83630952,3.36,0.63,1,0,0.0,37.574481798882104,0.028532772,3.0,2.75,-0.0157711689698771,5.6,1126.0,1.1520000000000001,3.9019999999999997
1962-03-30,5.02,0.82,4.39,0,21.426695029972,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.3037567272402801,2,69.55,69.55,69.55,69.55,20.6379822,3.37,0.63,1,0,0.0,37.3254383587157,0.028728332999999998,2.75,2.75,-0.0101927653993839,5.6,1126.0,1.112,3.862
1962-04-02,5.02,0.82,4.39,0,21.370587957675,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.30053649963504,1,69.37,69.37,69.37,69.37,20.58456973,3.37,0.63,1,0,0.0,37.2266769248056,0.028809741,2.75,2.74,-0.0153281157194316,5.6,1126.0,1.122,3.862
1962-04-03,5.02,0.82,4.39,0,21.1974230618363,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.29019172074922,0,68.81,68.81,68.81,68.81,20.41839763,3.37,0.63,0,0,0.0,36.9240099739982,0.029051125,2.75,2.73,-0.00356935564608174,5.6,1126.0,1.102,3.832
1962-04-04,5.02,0.82,4.38,0,21.098200755045898,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.2843457180474498,0,68.49,68.49,68.49,68.49,20.32344214,3.37,0.64,0,0,0.0,36.7501509192477,0.029193811,2.25,2.7,-0.00109833421326096,5.6,1126.0,1.082,3.782
1962-04-05,5.02,0.82,4.38,0,21.2269335127619,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.2923757247413998,0,68.91,68.91,68.91,68.91,20.44807122,3.37,0.64,0,0,0.0,36.97335004909029,0.029022787999999997,2.75,2.72,-0.0174966424267355,5.6,1126.0,1.122,3.842
1962-04-06,5.02,0.82,4.38,0,21.2046724175831,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.29121770635452,0,68.84,68.84,68.84,68.84,20.36686391,3.38,0.64,0,0,0.0,36.9336247026855,0.029059794,2.75,2.7,-0.0136784271768051,5.5,1126.0,1.112,3.812
1962-04-09,5.02,0.82,4.38,0,21.0407249632018,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.28143142222979,0,68.31,68.31,68.31,68.31,20.21005917,3.38,0.64,0,0,0.0,36.6471156577756,0.029292812999999997,2.75,2.71,-0.0103775647964561,5.5,1126.0,1.122,3.832
1962-04-10,5.02,0.82,4.38,0,21.117035164335398,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.28627602501348,0,68.56,68.56,68.56,68.56,20.28402367,3.38,0.64,0,0,0.0,36.779065601325,0.029193523,2.75,2.74,-0.00960183499191939,5.5,1126.0,1.092,3.832
1962-04-11,5.03,0.82,4.37,0,21.0701417134742,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.2836166827983797,0,68.41,68.41,68.41,68.41,20.23964497,3.38,0.66,0,0,0.0,36.696425930751296,0.029265075,3.0,2.78,-0.00197577102199447,5.5,1126.0,1.092,3.872
1962-04-12,5.03,0.82,4.37,0,20.8538585685823,233.467041663893,0.0,0.00900756715808226,0.0,0,1,1.27063704965854,0,67.71,67.71,67.71,67.71,20.03254438,3.38,0.66,0,0,0.0,36.318776714409104,0.029575242999999998,3.0,2.73,0.0129852775936339,5.5,1126.0,1.1320000000000001,3.862
1962-04-13,5.03,0.82,4.37,0,20.911638854383398,235.500726695808,0.0,0.00900756715808226,0.0,0,1,1.27435745559375,0,67.9,67.9,67.9,67.9,20.02949853,3.39,0.66,0,0,0.0,36.418522261343895,0.029500082,3.0,2.74,0.00930879258579393,5.5,1126.0,1.112,3.852
1962-04-16,5.03,0.82,4.37,0,20.8185122398405,235.500726695808,0.0,0.00900756715808226,0.0,0,1,1.2688819223891101,0,67.6,67.6,67.6,67.6,19.94100295,3.39,0.66,0,1,0.0,36.2554512007554,0.029638631000000002,2.75,2.71,0.012714496100093,5.5,1126.0,1.122,3.832
1962-04-17,5.03,0.82,4.37,0,20.8686159370985,235.500726695808,0.0,0.0109982778354096,0.0,0,1,1.2746679868551598,0,67.9,67.9,67.9,67.9,20.02949853,3.39,0.66,0,0,0.0015925685418618901,36.3418122002303,0.029515277000000003,2.75,2.72,-0.0027293538112228,5.5,1409.0,1.102,3.822
1962-04-18,5.02,0.82,4.34,0,20.9816297852093,235.500726695808,0.0,0.0109982778354096,0.0,0,1,1.28176884360148,1,68.27,68.27,68.27,68.27,20.13864307,3.39,0.68,0,0,0.00119442640639642,36.537714327976204,0.029362871000000002,3.0,2.73,-0.0179599114151654,5.5,1409.0,1.082,3.812
1962-04-19,5.02,0.88,4.34,0,21.079270484274,235.500726695808,0.0,0.0109982778354096,0.0,0,1,1.28793181089221,2,68.59,68.59,68.59,68.59,20.23303835,3.39,0.68,0,0,0.000796284270930947,36.70682905603879,0.029233402000000002,3.0,2.73,-0.0338805763553007,5.5,1409.0,1.092,3.822
1962-04-23,5.02,0.88,4.34,0,21.0601264569991,235.500726695808,0.0,0.0109982778354096,0.0,0,1,1.28696016267331,3,68.53,68.53,68.53,68.53,20.21533923,3.39,0.68,0,0,0.000398142135465473,36.672567578598105,0.029266524,3.0,2.73,-0.0491174134292663,5.5,1409.0,1.1320000000000001,3.862
1962-04-24,5.02,0.88,4.34,0,21.037911251526502,235.500726695808,0.0,0.0109982778354096,0.0,0,1,1.2858006015608898,4,68.46,68.46,68.46,68.46,20.19469027,3.39,0.68,0,0,0.0,36.6329527479029,0.029303985,2.75,2.73,-0.0410636248792195,5.5,1409.0,1.1420000000000001,3.872
1962-04-25,5.02,0.88,4.34,0,20.806739551127897,235.500726695808,0.0,0.0109982778354096,0.0,0,1,1.27186929294278,5,67.71,67.71,67.71,67.71,19.97345133,3.39,0.68,1,0,0.0,36.2294896255238,0.029636193999999998,3.0,2.74,-0.0256390323295372,5.5,1409.0,1.1420000000000001,3.8819999999999997
1962-04-26,5.01,0.88,4.33,0,20.6032391980961,235.500726695808,0.0,0.0109982778354096,0.0,0,1,1.25962684917948,4,67.05,67.05,67.05,67.05,19.77876106,3.39,0.68,1,0,0.0,35.87422121585,0.029935608,3.0,2.73,-0.00769051418156585,5.5,1409.0,1.162,3.892
1962-04-27,5.01,0.88,4.33,0,20.3720484623937,235.500726695808,0.0,0.0109982778354096,0.0,0,1,1.2456928714958602,3,66.3,66.3,66.3,66.3,19.5,3.4,0.68,1,0,0.0,35.4708376307293,0.030282626,2.5,2.74,-0.00081015227429215,5.5,1409.0,1.122,3.862
1962-04-30,5.01,0.88,4.33,0,20.0456243443522,235.500726695808,0.0,0.0109982778354096,0.0,0,1,1.22593264438223,2,65.24,65.24,65.24,65.24,19.18823529,3.4,0.68,1,0,0.0,34.901653565235,0.030783164,2.5,2.74,0.0119790675101272,5.5,1409.0,1.122,3.862
1962-05-01,5.01,0.88,4.33,0,20.186242230601398,235.500726695808,0.0,0.0109982778354096,0.0,0,0,1.23473240600051,1,65.7,65.7,65.7,65.7,19.32352941,3.4,0.68,1,0,0.0,35.145641495071104,0.030576091,2.5,2.74,-0.00800531074041182,5.5,1409.0,1.112,3.852
1962-05-02,5.01,0.88,4.31,0,20.2746202252971,235.500726695808,0.0,0.0109982778354096,0.0,0,0,1.240338384645,0,65.99,65.99,65.99,65.99,19.40882353,3.4,0.7,0,0,0.0,35.298658986054,0.03045014,2.75,2.74,-0.0264688779522939,5.5,1409.0,1.122,3.862
1962-05-03,5.01,0.88,4.31,0,20.4397991898193,235.500726695808,0.0,0.0109982778354096,0.0,0,0,1.2506440311973102,0,66.53,66.53,66.53,66.53,19.56764706,3.4,0.7,0,0,0.0,35.585370674314206,0.030211337999999997,2.75,2.73,-0.045408524421659,5.5,1409.0,1.1320000000000001,3.862
