,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR
1960-04-18,5.2,1.0,4.45,0,17.7691186496978,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.997488460797294,0,56.59,56.59,56.59,56.59,16.79228487,3.37,0.75,0,0,0.0,31.8871767324073,0.033187056,3.75,3.28,-0.030932469009795,5.4
1960-04-19,5.2,1.0,4.45,0,17.623859632441498,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.989515927414734,0,56.13,56.13,56.13,56.13,16.65578635,3.37,0.75,0,0,0.0,31.6264985326342,0.033465395,3.5,3.34,-0.0195241175249632,5.4
1960-04-20,5.2,1.0,4.45,0,17.4064020774757,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.977487631470408,1,55.44,55.44,55.44,55.44,16.45103858,3.37,0.75,0,0,0.0,31.2362531991376,0.033888344,3.5,3.34,-0.0071847962635246294,5.4
1960-04-21,5.2,1.0,4.45,0,17.452686495316698,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.9802680831072891,2,55.59,55.59,55.59,55.59,16.49554896,3.37,0.75,0,0,0.0,31.3192949614538,0.033803327,4.0,3.35,-0.0186683200482497,5.4
1960-04-22,5.2,1.0,4.45,0,17.3985504374522,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.9774060742822951,3,55.42,55.42,55.42,55.42,16.49404762,3.36,0.75,0,0,0.0,31.2220461789635,0.033913462000000005,4.0,3.37,-0.0191093884369239,5.4
1960-04-25,5.2,1.0,4.45,0,17.221988544141,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.967665494939232,4,54.86,54.86,54.86,54.86,16.32738095,3.36,0.75,0,0,0.0,30.905098233530502,0.034266154,4.0,3.26,-0.0133746432926693,5.4
1960-04-26,5.2,1.0,4.45,0,17.2777379074593,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.970976272879367,5,55.04,55.04,55.04,55.04,16.38095238,3.36,0.75,1,0,0.0,31.005031905822502,0.034160581,3.5,3.25,-0.00379283125944656,5.4
1960-04-27,5.2,1.0,4.45,0,17.2769812361081,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.9711120833957391,4,55.04,55.04,55.04,55.04,16.38095238,3.36,0.75,1,0,0.0,31.003559830399798,0.034167069,4.0,3.25,3.9842804198928495e-05,5.4
1960-04-28,5.2,1.0,4.45,0,17.1255604813202,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.9627789108272,3,54.56,54.56,54.56,54.56,16.23809524,3.36,0.75,1,0,0.0,30.7317170705863,0.034474205,4.0,3.16,0.00553098081565288,5.4
1960-04-29,5.2,1.05,4.45,0,17.065219065041198,221.671668478783,0.0,0.0150739407846445,0.0,0,1,0.9595619728142271,2,54.37,54.37,54.37,54.37,16.22985075,3.35,0.75,1,0,0.0,30.6232359356366,0.034600517000000004,4.0,3.04,0.00701712026530935,5.4
1960-05-02,5.28,1.05,4.46,0,16.9891902301058,221.671668478783,0.0,0.0150739407846445,0.0,0,0,0.9554621438722549,1,54.13,54.13,54.13,54.13,16.15820896,3.35,0.82,1,1,0.0,30.486601408309497,0.034759793,4.0,3.03,0.0123529432662435,5.4
1960-05-03,5.28,1.05,4.46,0,17.208183579877602,221.671668478783,0.0,0.0150739407846445,0.0,0,0,0.9679539053401509,0,54.83,54.83,54.83,54.83,16.36716418,3.35,0.82,0,0,0.0,30.8793695672864,0.034321813,4.0,3.14,-0.00744993017260571,5.4
1960-05-04,5.28,1.05,4.46,0,17.2733812002541,221.671668478783,0.0,0.0150739407846445,0.0,0,0,0.9717970929757019,0,55.04,55.04,55.04,55.04,16.42985075,3.35,0.82,0,0,0.0,30.9961499909437,0.03419663,4.0,3.12,-0.0085154233934083,5.4
1960-05-05,5.28,1.05,4.46,0,17.216184096645502,221.671668478783,0.0,0.0150739407846445,0.0,0,0,0.968754900798287,0,54.86,54.86,54.86,54.86,16.3761194,3.35,0.82,0,0,0.0,30.893295364524104,0.034314618,4.0,3.09,-0.000114481625683722,5.4
1960-05-06,5.28,1.05,4.46,0,17.1810019097949,221.671668478783,0.0,0.0150739407846445,0.0,0,0,0.966948392333412,0,54.75,54.75,54.75,54.75,16.39221557,3.34,0.82,0,0,0.0,30.829864594828898,0.034389359,4.0,3.04,0.0100746460731527,5.4
1960-05-09,5.28,1.05,4.46,0,17.1960303500488,221.671668478783,0.0,0.0147288156733674,0.0,0,0,0.9679674119500581,0,54.8,54.8,54.8,54.8,16.40718563,3.34,0.82,0,0,-0.000276100089021725,30.856528783059996,0.034363775,4.0,3.22,0.00826495769242042,5.4
1960-05-10,5.28,1.05,4.46,0,17.0761309981504,221.671668478783,0.0,0.0147288156733674,0.0,0,0,0.9613912118295629,0,54.42,54.42,54.42,54.42,16.29341317,3.34,0.82,0,0,-0.000207075066766293,30.6410764982886,0.034609561000000004,4.0,3.25,0.0190186950027226,5.4
1960-05-11,5.28,1.05,4.46,0,17.12254057535,221.671668478783,0.0,0.0147288156733674,0.0,0,0,0.96417713388411,0,54.57,54.57,54.57,54.57,16.33832335,3.34,0.82,0,0,-0.00013805004451086298,30.724042907140603,0.034520245,4.0,3.31,0.0159082478444478,5.0
1960-05-12,5.28,1.05,4.46,0,17.2097359132905,221.671668478783,0.0,0.0147288156733674,0.0,0,0,0.969260369811864,0,54.85,54.85,54.85,54.85,16.42215569,3.34,0.82,0,0,-6.90250222554305e-05,30.8801871961448,0.034349813,4.0,3.36,0.0151106072823508,5.0
1960-05-13,5.28,1.05,4.46,0,17.2740138864115,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.977348409521407,0,55.3,55.3,55.3,55.3,16.60660661,3.33,0.82,0,0,0.0035284196298640295,30.995126877660898,0.034076035,4.0,3.44,0.0096289050462366,5.0
1960-05-16,5.28,1.05,4.46,0,17.2578405650956,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.9766007886374121,0,55.25,55.25,55.25,55.25,16.59159159,3.33,0.82,0,0,0.0026463147223980197,30.965705946835197,0.034112619,4.0,3.62,0.00927029671713945,5.0
1960-05-17,5.28,1.05,4.46,0,17.3228794856471,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.9804488329002591,0,55.46,55.46,55.46,55.46,16.65465465,3.33,0.82,0,0,0.00176420981493202,31.0819987650923,0.033989175,4.0,3.54,0.00439514931239116,5.0
1960-05-18,5.28,1.05,4.46,0,17.316076694084,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.980231359659367,0,55.44,55.44,55.44,55.44,16.64864865,3.33,0.82,0,0,0.000882104907466007,31.0693824135452,0.034007163,3.25,3.67,0.00420921072969141,5.0
1960-05-19,5.28,1.05,4.46,0,17.390480331172302,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.984610901865078,1,55.68,55.68,55.68,55.68,16.72072072,3.33,0.82,0,0,0.0,31.2024650763565,0.033866282000000004,4.0,3.42,0.0005973552988834629,5.0
1960-05-20,5.28,1.12,4.46,0,17.4368144991203,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.987399542189918,2,55.83,55.83,55.83,55.83,16.81626506,3.32,0.82,0,0,0.0,31.285099609888,0.033780977999999996,4.0,3.25,-0.00156977992641059,5.0
1960-05-23,5.28,1.12,4.46,0,17.4144380145894,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.986297688306765,3,55.76,55.76,55.76,55.76,16.79518072,3.32,0.82,0,1,0.0,31.244448931911002,0.03382908,4.0,3.42,0.00128262811234027,5.0
1960-05-24,5.28,1.12,4.46,0,17.3951862755704,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.985372563875007,4,55.7,55.7,55.7,55.7,16.77710843,3.32,0.82,0,0,0.0,31.209401784726502,0.03387122,3.5,3.36,0.0034217623016582197,5.0
1960-05-25,5.28,1.12,4.46,0,17.3853048471844,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.984978032467573,5,55.67,55.67,55.67,55.67,16.76807229,3.32,0.82,1,0,0.0,31.1911631487323,0.033895175,3.0,3.32,0.0082305245797186,5.0
1960-05-26,5.28,1.12,4.46,0,17.3972842187261,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.985821967087255,4,55.71,55.71,55.71,55.71,16.78012048,3.32,0.82,1,0,0.0,31.2121411618993,0.033876537000000005,4.0,3.26,0.00928867784097675,5.0
1960-05-27,5.28,1.12,4.46,0,17.4061840410311,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.9864890639855309,3,55.74,55.74,55.74,55.74,16.83987915,3.31,0.82,1,0,0.0,31.2275116000557,0.033863999,3.5,3.09,0.0204239779882492,5.0
1960-05-31,5.28,1.12,4.46,0,17.433819728823302,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.988218135087305,2,55.83,55.83,55.83,55.83,16.86706949,3.31,0.82,1,0,0.0,31.2764898910196,0.033815096,3.5,3.12,0.0282617033934569,5.0
1960-06-01,5.26,1.12,4.45,0,17.452086572523697,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.9894164304042329,1,55.89,55.89,55.89,55.89,16.88519637,3.31,0.81,1,0,0.0,31.308654858501,0.033784474,2.0,3.06,0.0351675777336523,5.0
1960-06-02,5.26,1.12,4.45,0,17.526557698292198,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.993801415105854,0,56.13,56.13,56.13,56.13,16.95770393,3.31,0.81,0,0,0.0,31.4416419066573,0.033645675,3.75,2.92,0.0327899749613064,5.0
1960-06-03,5.26,1.12,4.45,0,17.5573553190006,221.671668478783,0.0,0.0191393402106974,0.0,0,0,0.9957082549144008,0,56.23,56.23,56.23,56.23,17.03939394,3.3,0.81,0,0,0.0,31.496194898731105,0.033591484,4.0,2.65,0.0304946400013136,5.0
1960-06-06,5.26,1.12,4.45,0,17.7630029281035,221.671668478783,0.0,0.0191393402106974,0.0,0,0,1.00753170732857,0,56.89,56.89,56.89,56.89,17.23939394,3.3,0.81,0,0,0.0,31.864398554632697,0.033207359,3.5,2.62,0.0191740197294217,5.0
1960-06-07,5.26,1.12,4.45,0,17.9311736931332,221.671668478783,0.0,0.0191393402106974,0.0,0,0,1.01723154180821,0,57.43,57.43,57.43,57.43,17.4030303,3.3,0.81,0,0,0.0,32.165355035068195,0.032900646,3.5,2.68,0.00835669868517468,5.0
1960-06-08,5.26,1.12,4.45,0,18.0743591161898,221.671668478783,0.0,0.0191393402106974,0.0,0,0,1.02551567070044,0,57.89,57.89,57.89,57.89,17.54242424,3.3,0.81,0,0,0.0,32.4214757829247,0.032644698,4.0,2.75,-0.0054973535946045895,5.0
1960-06-09,5.26,1.12,4.45,0,18.1082639343218,221.671668478783,0.0,0.0170710871466384,0.0,0,0,1.02760068701,0,58.0,58.0,58.0,58.0,17.57575758,3.3,0.81,0,0,-0.0016546024512472,32.4815597473768,0.032588259,4.0,2.63,-0.00859580918801803,5.0
1960-06-10,5.26,1.12,4.45,0,18.098504119856,221.671668478783,0.0,0.0170710871466384,0.0,0,0,1.0272055640714801,0,57.97,57.97,57.97,57.97,17.62006079,3.29,0.81,0,0,-0.0012409518384354,32.4632345900098,0.0326106,3.5,2.38,-0.00909772029056008,5.0
1960-06-13,5.26,1.12,4.45,0,18.086002391473,221.671668478783,0.0,0.0180861439077904,0.0,0,0,1.02769636947981,0,57.99,57.99,57.99,57.99,17.62613982,3.29,0.81,0,1,-1.52558167020103e-05,32.4399892275473,0.032604827,3.25,2.29,-0.01430917756477,4.9
1960-06-14,5.26,1.12,4.45,0,18.060674919857103,221.671668478783,0.0,0.0180861439077904,0.0,0,0,1.02641504376074,0,57.91,57.91,57.91,57.91,17.60182371,3.29,0.81,0,0,0.000195383443879392,32.3937367956396,0.032655351,3.0,2.29,-0.013784968219133999,4.9
1960-06-15,5.26,1.12,4.45,0,17.9542630260326,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.0205252249006,0,57.57,57.57,57.57,57.57,17.49848024,3.29,0.81,0,0,0.000406022704460794,32.2020530141834,0.032853723,3.0,2.27,-0.0049115639074223,4.9
1960-06-16,5.26,1.12,4.45,0,17.9320585780035,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.01942082574487,0,57.5,57.5,57.5,57.5,17.47720365,3.29,0.81,0,0,0.000203011352230397,32.161402421519696,0.03289924,3.5,2.32,0.0017134920459825301,4.9
1960-06-17,5.26,1.12,4.45,0,17.9130185979818,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.01849356773991,0,57.44,57.44,57.44,57.44,17.51219512,3.28,0.81,0,0,0.0,32.1263452681612,0.032939132999999995,3.5,2.37,0.004328961863023889,4.9
1960-06-20,5.26,1.12,4.45,0,17.8253724761944,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.0136652709657,0,57.16,57.16,57.16,57.16,17.42682927,3.28,0.81,0,0,0.0,31.968247181691197,0.03310604,3.5,2.55,0.00314146858327569,4.9
1960-06-21,5.26,1.12,4.45,0,17.8094541181112,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.0129151010016,1,57.11,57.11,57.11,57.11,17.41158537,3.28,0.81,0,0,0.0,31.938788118176,0.033140583,3.5,2.32,-0.00279387163938949,4.9
1960-06-22,5.26,1.12,4.45,0,17.8621411954849,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.01606679730591,2,57.28,57.28,57.28,57.28,17.46341463,3.28,0.81,0,0,0.0,32.032357782930795,0.033047768,3.5,2.36,-0.00574677652942325,4.9
1960-06-23,5.26,1.12,4.45,0,17.958483279194397,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.02170232077481,3,57.59,57.59,57.59,57.59,17.55792683,3.28,0.81,0,0,0.0,32.204203007086804,0.032875389,3.5,2.39,-0.0114819260154227,4.9
1960-06-24,5.26,1.07,4.45,0,17.986264888807398,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.02343558648503,4,57.68,57.68,57.68,57.68,17.63914373,3.27,0.81,0,0,0.0,32.2530109669014,0.032829596,3.5,2.35,-0.0105850697703038,4.9
1960-06-27,5.26,1.07,4.45,0,17.8768434928717,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.0173620143888,5,57.33,57.33,57.33,57.33,17.53211009,3.27,0.81,1,0,0.0,32.055787125254895,0.033035558,3.0,2.31,-0.00520922941000409,4.9
1960-06-28,5.26,1.07,4.45,0,17.754953020523697,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.01057779820245,4,56.94,56.94,56.94,56.94,17.41284404,3.27,0.81,1,0,0.0,31.8362138448382,0.033267404,1.5,2.2,0.000211571344849405,4.9
1960-06-29,5.26,1.07,4.45,0,17.7546739606089,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.01071443143419,3,56.94,56.94,56.94,56.94,17.41284404,3.27,0.81,1,0,0.0,31.8347039705044,0.03327298,0.5,2.14,0.00546224379361629,4.9
1960-06-30,5.26,1.07,4.45,0,17.7481589559797,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.0104960717265101,2,56.92,56.92,56.92,56.92,17.40672783,3.27,0.81,1,0,0.0,31.822009617158297,0.033290248,3.5,2.19,0.00825260937704626,4.9
1960-07-01,5.22,1.07,4.41,0,17.7915773896861,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.01311814826502,1,57.06,57.06,57.06,57.06,17.50306748,3.26,0.81,1,0,0.0,31.898759386988,0.033214132,3.25,2.05,-0.0031305836419536198,4.9
1960-07-05,5.22,1.07,4.41,0,17.778870755977,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.01254462359655,0,57.02,57.02,57.02,57.02,17.49079755,3.26,0.81,0,1,0.0,31.8748763261905,0.033243,3.5,2.1,-0.0133800968564499,4.9
1960-07-06,5.22,1.07,4.41,0,17.7536927847408,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.011260713944,0,56.94,56.94,56.94,56.94,17.46625767,3.26,0.81,0,0,0.0,31.8286328210664,0.033295281,3.5,2.25,-0.0146396437483492,4.9
1960-07-07,5.22,1.07,4.41,0,17.846996774506604,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.01672547150073,0,57.24,57.24,57.24,57.24,17.55828221,3.26,0.81,0,0,0.0,31.994794741395,0.033126324,3.5,2.34,-0.0195268510109945,4.9
1960-07-08,5.22,1.07,4.41,0,17.8904123693316,223.705353510699,0.0,0.0180861439077904,0.0,0,0,1.01934896335956,0,57.38,57.38,57.38,57.38,17.60122699,3.26,0.81,0,0,0.0,32.0715083086322,0.033051032,3.5,2.39,-0.0232068692095599,4.9
1960-07-11,5.22,1.07,4.41,0,17.731167282642698,223.705353510699,0.0,0.0156785761068536,0.0,0,0,1.0104256361817199,0,56.87,56.87,56.87,56.87,17.44478528,3.26,0.81,0,0,-0.0019260542407494102,31.784922978293398,0.03335301,3.25,2.49,-0.0205285340427481,4.9
1960-07-12,5.22,1.07,4.41,0,17.537630755548598,223.705353510699,0.0,0.0156785761068536,0.0,0,0,0.9995466969262541,0,56.25,56.25,56.25,56.25,17.25460123,3.26,0.81,0,0,-0.00144454068056206,31.436885403479,0.033726278,2.0,2.42,-0.009557107085988741,5.5
1960-07-13,5.22,1.07,4.41,0,17.4670253957625,223.705353510699,0.0,0.017030384355968,0.0,0,0,0.997018037876405,0,56.1,56.1,56.1,56.1,17.20858896,3.26,0.81,0,0,0.000118419478916821,31.3092213808215,0.033822114,1.25,2.46,-0.00850471671409116,5.5
1960-07-14,5.22,1.07,4.41,0,17.4730425729143,223.705353510699,0.0,0.017030384355968,0.0,0,0,0.99751029912092,0,56.12,56.12,56.12,56.12,17.21472393,3.26,0.81,0,0,0.000329571389281292,31.318902023474003,0.033815718,3.5,2.37,-0.0180797079899314,5.5
1960-07-15,5.22,1.07,4.41,0,17.4510384806478,221.671668478783,0.0,0.017030384355968,0.0,0,0,0.9964029138999179,0,56.05,56.05,56.05,56.05,17.19325153,3.26,0.81,0,0,0.000540723299645763,31.2783545542692,0.033863614,3.5,2.31,-0.0237564666537009,5.5
1960-07-18,5.22,1.07,4.41,0,17.3418587742282,221.671668478783,0.0,0.017030384355968,0.0,0,0,0.9903178044582249,0,55.7,55.7,55.7,55.7,17.08588957,3.26,0.81,0,0,0.00027036164982287996,31.081562845734897,0.034082101000000004,3.5,2.26,-0.0274230946615793,5.5
1960-07-19,5.22,1.07,4.41,0,17.3416509335507,221.671668478783,0.0,0.017030384355968,0.0,0,0,0.990454679320485,0,55.7,55.7,55.7,55.7,17.08588957,3.26,0.81,0,0,0.0,31.0800833816018,0.0340878,3.5,2.28,-0.0213601615972613,5.5
1960-07-20,5.22,1.07,4.41,0,17.313422978775698,221.671668478783,0.0,0.017030384355968,0.0,0,0,0.988991196200744,1,55.61,55.61,55.61,55.61,17.05828221,3.26,0.81,0,0,0.0,31.028384067846797,0.034148677,3.5,2.34,-0.0260044399736392,5.5
