,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV
1990-06-15,10.17,3.98,9.19,0,17.5156469313835,606.650932337219,0.016519703,0.044276006379369,0.972789983,0,0,20.468020297825,0,362.91,360.71,363.14,362.89,16.74711583,21.67,0.98,0,0,-0.000706508143041872,26.434166599603895,0.031776969,8.29,7.69,-0.02162901443935,5.3,1245.0,0.510999999999999,8.45,92.59,0.010769293999999999,51.7,50.1,49.5,31200.0,5.346344743,51420.0,1219.0,5.0,0.0183537098821708,15.9,2.1365,42.1985,56.9,3.981383821,611.0
1990-06-18,10.19,3.98,9.21,0,17.2239800429595,606.650932337219,0.016519703,0.044276006379369,0.8457433590000001,0,0,20.130633632682,0,356.88,356.88,362.91,362.91,16.46885095,21.67,0.979999999999999,0,0,-4.36564864779512e-05,25.9893944984412,0.032218421000000004,8.28,7.67,-0.0136899529465668,5.3,1245.0,0.574,8.49,92.02,0.010769293999999999,51.7,50.1,49.5,54000.0,7.721060134,30660.0,1197.0,5.0,0.0243528024066929,17.71,2.0997,43.0084,56.9,3.9955672,353.0
1990-06-19,10.2,3.98,9.24,0,17.3000830868364,606.650932337219,0.016519703,0.044276006379369,0.7918381870000001,0,0,20.2230251911765,0,358.47,356.18,358.9,356.88,16.54222427,21.67,0.959999999999999,0,0,0.000619195170085976,26.0995514423547,0.032121488999999996,8.25,7.74,-0.0188438615038935,5.3,1207.0,0.503,8.503,91.91,0.010769293999999999,51.7,50.1,49.5,39420.0,7.131867289,33660.0,1181.0,5.0,0.0160439448791507,15.23,2.1098,42.9895,56.9,4.000176799,788.0
1990-06-20,10.22,3.98,9.28,0,17.329852296475302,606.650932337219,0.016519703,0.044276006379369,0.781173667,0,0,20.2612708544482,1,359.1,357.0,359.91,358.47,16.57129672,21.67,0.9400000000000011,0,0,0.000309597585042988,26.1397624262431,0.032076692000000004,8.24,7.76,-0.0118867318914318,5.3,1207.0,0.5269999999999989,8.536,92.06,0.010769293999999999,51.7,50.1,49.5,42780.0,5.952500897999999,33000.0,1169.0,5.0,0.0162929431483091,15.27,2.1146,42.8246,56.9,4.011878086,668.0
1990-06-21,10.27,3.98,9.28,0,17.3953302789223,606.650932337219,0.016519703,0.044276006379369,0.848544862,0,0,20.3412741967487,2,360.47,357.63,360.88,359.1,16.63451777,21.67,0.99,0,0,0.0,26.2337799797548,0.031956141,8.25,7.77,-0.00870518205448788,5.3,1207.0,0.49499999999999894,8.513,92.11,0.010769293999999999,51.7,50.1,49.5,42000.0,7.028326737,53460.0,1159.0,5.0,0.0150591705384471,14.72,2.1232,43.1521,56.9,4.003722643,774.0
1990-06-22,10.25,4.13,9.28,0,17.1514856227947,606.650932337219,0.016519703,0.044276006379369,0.8583134590000001,0,0,20.0595727087146,3,355.43,355.31,363.2,360.52,16.40193816,21.67,0.9700000000000011,0,0,0.0,25.8614877611899,0.032413357999999996,8.24,7.78,0.006465205673926579,5.3,1207.0,0.48499999999999893,8.498,91.97,0.010769293999999999,51.7,50.1,49.5,53940.0,15.51944871,49740.0,1152.0,5.0,0.0303230688675875,19.36,2.0933,43.6221,56.9,3.9984038760000002,607.0
1990-06-25,10.24,4.13,9.28,0,17.000306657151,606.650932337219,0.016519703,0.044276006379369,0.9115614120000001,0,0,19.8861932003962,4,352.31,351.91,356.41,355.42,16.25796031,21.67,0.9600000000000011,0,0,0.0,25.6290992717528,0.032714513,8.3,7.79,0.0195187831821417,5.3,1207.0,0.5530000000000009,8.585,92.1,0.010769293999999999,51.7,50.1,49.5,53640.0,9.062058471,31140.0,1148.0,5.0,0.0215482468751598,17.06,2.075,43.7855,56.9,4.029252726,496.0
1990-06-26,10.26,4.13,9.28,0,16.987622669322,606.650932337219,0.016519703,0.044276006379369,0.890186073,0,0,19.874787697147,5,352.06,351.85,356.09,352.32,16.24642363,21.67,0.98,1,0,0.0,25.6055510594124,0.032746292999999996,8.33,7.8,0.021948808720570003,5.3,1207.0,0.468999999999999,8.533,91.46,0.010769293999999999,51.7,50.1,49.5,53880.0,7.814430347999999,33300.0,1144.0,5.0,0.0185262317172446,16.29,2.0744,43.6752,56.9,4.010814333,706.0
1990-06-27,10.26,4.13,9.28,0,17.135613622603,606.650932337219,0.016519703,0.044276006379369,0.9226109790000001,0,0,20.0513685962376,4,355.14,351.23,355.89,352.06,16.38855561,21.67,0.98,1,0,0.0,25.824133800686802,0.032366982,8.39,7.78,0.000718567621036049,5.3,1207.0,0.45699999999999896,8.498,91.53,0.010769293999999999,51.7,50.1,49.5,32880.0,8.118287893,52140.0,1128.0,5.0,0.0174546057956985,16.0,2.0926,43.4723,56.9,3.9984038760000002,851.0
1990-06-28,10.25,4.13,9.26,0,17.2551276362339,606.650932337219,0.016519703,0.044276006379369,0.971040109,0,0,20.1946616705234,3,357.63,355.14,357.63,355.16,16.50346101,21.67,0.99,1,0,0.0,25.999634350315798,0.032214607,8.36,7.74,0.00140173126677235,5.3,1207.0,0.452,8.449,91.68,0.010769293999999999,51.7,50.1,49.5,30660.0,5.79932303,53520.0,1110.0,5.0,0.0181038169671887,16.18,2.1073,43.3559,56.9,3.981029237,911.0
1990-06-29,10.24,4.13,9.24,0,17.2733151849892,606.650932337219,0.016519703,0.044276006379369,1.055547392,0,0,20.2194045200748,2,358.02,357.3,359.09,357.64,16.52145824,21.67,1.0,1,0,0.0,26.0223862861613,0.032237305,8.32,7.74,0.00337193026032553,5.3,1207.0,0.42000000000000104,8.412,91.15,0.010769293999999999,51.7,50.1,49.5,30960.0,5.831101075,52860.0,1089.0,5.0,0.0158912147535952,15.5,2.0941,40.2777,56.9,3.967909611,954.0
1990-07-02,10.22,4.13,9.23,0,17.3460187985887,606.650932337219,0.016519703,0.044276006379369,1.1325156379999999,0,0,20.3079681788733,1,359.54,357.54,359.58,358.02,16.59160129,21.67,0.99,1,1,0.0,26.1273335958087,0.031875118,8.35,7.74,-0.0093318829525661,5.3,1207.0,0.43000000000000105,8.408999999999999,90.51,0.011456211,51.7,50.1,49.5,34080.0,4.416912905,53880.0,1082.0,5.0,0.0185520024202867,16.26,2.0709,39.8718,56.9,3.966845858,775.0
1990-07-03,10.21,4.13,9.22,0,17.3752986767343,606.650932337219,0.016519703,0.044276006379369,1.177453285,0,0,20.3457088168529,0,360.16,359.44,360.73,359.54,16.62021228,21.67,0.99,0,0,0.0,26.1666721044393,0.032121778999999996,8.32,7.7,0.0021509266076430397,5.3,1207.0,0.43700000000000006,8.392999999999999,90.43,0.011456211,51.7,50.1,49.5,30720.0,3.7799477880000003,35700.0,1075.0,5.0,0.0184153845211655,16.11,2.0742,39.898,56.9,3.961172506,834.0
1990-07-05,10.2,4.13,9.21,0,17.158545160297898,606.650932337219,0.016519703,0.044276006379369,1.102135369,1,0,20.095351652263602,0,355.68,354.86,360.16,360.16,16.41347485,21.67,0.9899999999999979,0,0,0.0,25.835642555454196,0.032559267,8.32,7.66,0.0262504082690443,5.3,1207.0,0.47700000000000004,8.4,90.41,0.011456211,51.7,50.1,49.5,50400.0,8.352512269,30660.0,1065.0,5.0,0.0217636983594707,17.25,2.048,40.4155,56.9,3.963654598,397.0
1990-07-06,10.18,4.13,9.24,0,17.2900990444138,606.650932337219,0.016519703,0.044276006379369,1.079672912,0,0,20.2528723608967,0,358.42,354.64,359.02,355.69,16.53991694,21.67,0.94,0,0,0.0,26.029020007725702,0.032310362,8.32,7.75,0.0236788454288432,5.2,1207.0,0.5,8.513,90.5,0.011456211,51.7,50.1,49.5,31140.0,7.569788762000001,49800.0,1067.0,5.0,0.0187742196603338,16.41,2.0646,40.3556,56.9,4.003722643,851.0
1990-07-09,10.21,4.13,9.26,0,17.3425335251264,606.650932337219,0.016519703,0.044276006379369,1.01876079,0,0,20.3177443439018,0,359.52,358.11,360.05,358.42,16.59067836,21.67,0.9500000000000011,0,0,0.0,26.1032174861875,0.032210642000000005,8.33,7.8,0.0250680707029989,5.2,1207.0,0.504999999999999,8.558,90.27,0.011456211,51.7,50.1,49.5,44280.0,5.697512506,34680.0,1068.0,5.0,0.0197405709850727,16.66,2.0767,40.2201,56.9,4.019678945,764.0
1990-07-10,10.24,4.13,9.27,0,17.1957488991137,606.650932337219,0.016519703,0.044276006379369,0.95621378,0,0,20.149224149517302,0,356.49,356.41,359.74,359.52,16.45085371,21.67,0.9700000000000011,0,0,0.0,25.87767153676,0.032473982,8.34,7.8,0.0296466313323516,5.2,1207.0,0.518999999999998,8.572000000000001,89.58,0.011456211,51.7,50.1,49.5,51960.0,5.934547437000001,40320.0,1069.0,5.0,0.0206492305226336,16.92,2.0598,40.3947,56.9,4.024643128,529.0
1990-07-11,10.24,4.13,9.26,0,17.4237576736551,606.650932337219,0.016519703,0.044276006379369,0.963211369,0,0,20.4198505376492,0,361.23,356.49,361.23,356.49,16.66958929,21.67,0.98,0,0,0.0,26.2160091196993,0.032053733,8.01,7.78,0.00742142369881252,5.2,1207.0,0.528,8.568999999999999,90.18,0.011456211,51.7,50.1,49.5,30660.0,6.906590305,52320.0,1056.0,5.0,0.0198262231252474,16.68,2.0885,40.6873,56.9,4.023579374,971.0
1990-07-12,10.24,4.13,9.27,1,17.6261870687777,606.650932337219,0.016519703,0.044276006379369,1.12020854,0,0,20.660552749922896,0,365.44,360.57,365.46,361.23,16.8638671,21.67,0.9700000000000011,0,0,0.0,26.5156402574692,0.031684462999999996,8.29,7.68,-0.00114520124468096,5.2,1207.0,0.56,8.494,89.38,0.011456211,51.7,50.1,49.5,35340.0,7.857829397000001,53700.0,1064.0,5.0,0.0211255411098669,17.06,2.1132,40.4866,56.9,3.996985538,987.0
1990-07-13,10.22,4.13,9.24,0,17.715741704379,606.650932337219,0.016519703,0.044276006379369,1.1518396309999999,0,0,20.7690033471799,0,367.31,365.44,369.68,365.45,16.95016151,21.67,0.98,0,0,0.0,26.6454101389189,0.031411532,8.18,7.6,-0.0164550784350768,5.2,1207.0,0.5710000000000001,8.436,90.06,0.011456211,51.7,50.1,49.5,30660.0,8.513122414,45360.0,1078.0,5.0,0.0211968341642468,17.09,2.1236,40.3498,56.9,3.976419639,954.0
1990-07-16,10.2,4.13,9.24,0,17.6847016507383,606.650932337219,0.016519703,0.0410475935672503,1.169695848,0,0,20.864463174131,0,368.95,367.31,369.78,367.31,17.02584218,21.67,0.959999999999999,0,0,-0.00258273024969498,26.5937032050455,0.031403849,8.07,7.61,-0.0384829693452495,5.2,1207.0,0.5610000000000009,8.435,90.19,0.011456211,51.7,50.1,49.5,30660.0,5.109434073,50460.0,1080.0,5.0,0.0202428802885667,16.75,2.1323,40.0991,56.9,3.9760650539999998,868.0
1990-07-17,10.18,4.13,9.24,0,17.6156128076012,607.20394139131,0.016519703,0.0410475935672503,1.19452492,0,0,20.786324171317602,0,367.52,364.99,369.4,368.95,16.95985233,21.67,0.94,0,0,-0.00193704768727123,26.484869361054002,0.031492217999999995,8.05,7.61,-0.0332475461540897,5.2,1207.0,0.582000000000001,8.435,89.69,0.011456211,51.7,50.1,49.5,51900.0,7.907123855,31260.0,1086.0,5.0,0.0200740863047646,16.66,2.1255,39.6518,56.9,3.9760650539999998,643.0
1990-07-18,10.17,4.13,9.25,0,17.4569004194013,607.20394139131,0.016519703,0.046446758245020994,1.071145756,0,0,20.6024107907937,0,364.22,362.95,367.52,367.52,16.80756807,21.67,0.92,0,0,0.00302796661736906,26.2414272804308,0.031800533,8.02,7.55,-0.0205811200095992,5.2,1177.0,0.691999999999999,8.501,89.84,0.011456211,51.7,50.1,49.5,48540.0,9.083020392,30660.0,1091.0,5.0,0.0279167174779047,18.9,2.1066,39.6325,56.9,3.99946763,483.0
1990-07-19,10.21,4.13,9.24,0,17.5090817762189,607.20394139131,0.016519703,0.046446758245020994,0.95567186,0,0,20.6673627379825,0,365.32,361.29,365.32,364.22,16.85832949,21.67,0.9700000000000011,0,0,0.0025938162442386697,26.3150020886137,0.031720984,8.04,7.54,-0.0269040389604169,5.2,1177.0,0.705,8.491,89.66,0.011456211,51.7,50.1,49.5,39720.0,6.8717696020000005,53940.0,1095.0,5.0,0.0266606697305741,18.56,2.1136,39.3752,56.9,3.995921785,621.0
1990-07-20,10.19,4.03,9.24,0,17.3307334540674,607.20394139131,0.016519703,0.046446758245020994,0.8675827220000001,0,0,20.460203391103303,1,361.61,361.58,366.64,365.32,16.68712506,21.67,0.949999999999999,0,0,0.00215966587110827,26.042237684390503,0.032048561,7.99,7.54,-0.0236517311064521,5.2,1177.0,0.678000000000001,8.47,89.54,0.011456211,51.7,50.1,49.5,53940.0,9.025410752,43320.0,1129.0,5.0,0.0165383066720587,15.63,2.0919,39.4902,56.9,3.9884755110000003,585.0
1990-07-23,10.19,4.03,9.26,0,17.0282705373628,607.20394139131,0.016519703,0.046446758245020994,0.7131745629999999,0,0,20.1064720026821,2,355.31,350.09,361.61,361.61,16.39640055,21.67,0.93,0,0,0.00107983293555414,25.583323935396105,0.032496468,8.02,7.48,-0.00011659463955148502,5.2,1177.0,0.754,8.491,88.93,0.011456211,51.7,50.1,49.5,35400.0,28.22195452,30660.0,1138.0,5.0,0.0451157100883134,23.68,2.0589,39.8852,56.9,3.995921785,227.0
1990-07-24,10.2,4.03,9.28,0,17.0507489204162,607.20394139131,0.016519703,0.046446758245020994,0.744821463,0,0,20.1363628860508,3,355.79,351.46,356.09,355.31,16.41855099,21.67,0.92,0,0,0.0,25.6127046879704,0.032384946,8.02,7.53,0.00022679684962453197,5.2,1177.0,0.723,8.533,88.99,0.011456211,51.7,50.1,49.5,42660.0,12.400558300000002,30900.0,1141.0,5.0,0.0365512844267984,21.79,2.0628,39.4878,56.9,4.010814333,753.0
1990-07-25,10.21,4.03,9.27,0,17.1125225061224,607.20394139131,0.016519703,0.046446758245020994,0.84437247,0,0,20.212666675668,4,357.09,354.8,357.52,355.79,16.47854176,21.67,0.9400000000000011,0,0,0.0,25.701087715401602,0.032222885,8.28,7.56,-0.00518134808223646,5.2,1177.0,0.669999999999999,8.479,89.15,0.011456211,51.7,50.1,49.5,34680.0,7.133685096000001,49800.0,1142.0,5.0,0.0301096997566491,20.19,2.0702,39.4504,56.9,3.9916667710000002,895.0
1990-07-26,10.21,4.03,9.25,0,17.055449421697,607.20394139131,0.016519703,0.046446758245020994,0.8553751540000001,0,0,20.1486032475935,5,355.91,353.95,357.47,357.09,16.4240886,21.67,0.9600000000000011,1,0,0.0,25.611050651427302,0.032250738,8.05,7.58,-0.0132927612390844,5.2,1177.0,0.655,8.482999999999999,89.14,0.011456211,51.7,50.1,49.5,52440.0,8.531724254,42600.0,1150.0,5.0,0.030760058077426003,20.26,2.0633,39.3148,56.9,3.993085109,701.0
1990-07-27,10.18,4.03,9.22,0,16.936564491903802,607.20394139131,0.016519703,0.046446758245020994,0.8496891320000001,0,0,20.0115112946942,4,353.44,352.14,355.94,355.9,16.31010614,21.67,0.959999999999999,1,0,0.0,25.4282386619675,0.032602846,8.01,7.52,-0.0253370365588982,5.2,1177.0,0.645,8.416,88.44,0.011456211,51.7,50.1,49.5,48600.0,8.930040923,31740.0,1157.0,5.0,0.0342374356792157,21.12,2.0496,39.405,56.9,3.9693279489999997,530.0
1990-07-30,10.17,4.03,9.19,0,17.037150511647802,607.20394139131,0.016519703,0.046446758245020994,0.992,0,0,20.133716768884998,3,355.55,351.15,355.55,353.44,16.40747577,21.67,0.98,1,0,0.0,25.5748953752746,0.032408128,8.03,7.5,-0.0619865052321536,5.2,1177.0,0.5959999999999991,8.344,88.13,0.011456211,51.7,50.1,49.5,46980.0,9.006179804,54000.0,1161.0,5.0,0.0338892155944096,21.16,2.0626,39.3171,56.9,3.943797867,717.0
1990-07-31,10.13,4.03,9.21,0,17.0653772137855,607.20394139131,0.016197841,0.046446758245020994,1.015640767,0,0,20.1704321694843,2,356.15,353.91,357.54,355.55,16.43516382,21.67,0.92,1,0,0.0,25.6130651377769,0.032340475,8.05,7.49,-0.0624654242614361,5.2,1177.0,0.614999999999999,8.341000000000001,87.2,0.011456211,51.7,50.1,49.5,53160.0,8.658329946,44820.0,1165.0,5.0,0.0332405904884009,21.11,2.0529,39.2325,56.9,3.942734113,817.0
1990-08-01,10.13,4.03,9.17,0,17.034667406545,607.20394139131,0.016197841,0.046446758245020994,0.98440678,0,0,20.137491925956198,1,355.52,353.82,357.35,356.15,16.40609137,21.67,0.9600000000000011,1,0,0.0,25.5628505067343,0.032299139,8.07,7.42,-0.0502302490979472,5.2,1177.0,0.604,8.276,87.42,0.004839047,51.7,50.1,49.5,39060.0,8.442071327,32760.0,1175.0,5.0,0.0351699707634313,21.64,2.0487,39.1431,56.9,3.919686122,733.0
1990-08-02,10.11,4.03,9.2,0,16.8405754624212,607.20394139131,0.016197841,0.046446758245020994,0.9363351609999999,1,0,19.9113967526823,0,351.48,349.73,355.52,355.52,16.21965851,21.67,0.91,0,0,0.0,25.267754856513502,0.03239254,8.09,7.43,-0.0341098553535353,5.2,1177.0,0.706,8.376,87.73,0.004839047,51.7,50.1,49.5,38280.0,11.23783062,30660.0,1185.0,5.0,0.0293205113204583,20.43,2.0255,39.2158,56.9,3.95514457,464.0
1990-08-03,10.14999962,4.03,9.16,0,16.5228832311453,607.20394139131,0.016197841,0.046446758245020994,0.89318151,0,0,19.539117555793602,0,344.86,338.2,351.48,351.48,15.91416705,21.67,0.989999619999999,0,0,0.0,24.787457626655,0.033063794,8.03,7.29,-0.0281784970828555,5.5,1177.0,0.872,8.443,87.54,0.004839047,51.7,50.1,49.5,46800.0,21.98975453,30660.0,1180.0,5.0,0.0684137976413613,28.74,1.9867,39.7218,56.9,3.97890173,264.0
1990-08-06,10.18999958,4.03,9.31,0,16.0226722625968,607.20394139131,0.016197841,0.046446758245020994,0.7627429509999999,0,0,18.9509186397965,0,334.43,333.27,344.86,344.86,15.43285648,21.67,0.87999958,0,0,0.0,24.0335680395407,0.034520797,8.04,7.3,0.0123762784368996,5.5,1177.0,1.159,8.676,87.12,0.004839047,51.7,50.1,49.5,33780.0,22.05444596,30660.0,1182.0,5.0,0.11298039151669699,35.91,1.9269,40.1176,56.9,4.061519913,255.0
1990-08-07,10.31999969,4.03,9.32,0,16.0413459623222,607.20394139131,0.016197841,0.046446758245020994,0.745217571,0,0,18.976330783570898,0,334.83,332.22,338.63,334.43,15.45131518,21.67,0.999999689999999,0,0,0.0,24.058057875405698,0.034550608,8.05,7.37,0.0128023296126046,5.5,1177.0,1.188,8.714,87.52,0.004839047,46.7,51.4,46.6,49560.0,17.02631062,31440.0,1188.0,5.0,0.0894951216459061,32.75,1.9293,39.8447,56.9,4.074994123,740.0
1990-08-08,10.32999992,4.03,9.34,0,16.2094901984477,607.20394139131,0.016197841,0.046446758245020994,0.81664859,0,0,19.178571113955602,0,338.35,334.83,339.21,334.83,15.61375173,21.67,0.989999920000001,0,0,0.0,24.3066809194668,0.034020098,8.19,7.38,0.00432104076917535,5.5,1177.0,1.127,8.736,87.59,0.004839047,46.7,51.4,46.6,30660.0,9.427703876,40680.0,1206.0,5.0,0.0618390086453169,28.27,1.9487,39.876999999999995,56.9,4.082794982,1015.0
1990-08-09,10.36999989,4.03,9.37,1,16.2851659801745,607.20394139131,0.016197841,0.046446758245020994,0.9089243029999999,0,0,19.2714429215817,0,339.94,337.56,340.56,338.4,15.68712506,21.67,0.9999998900000021,0,0,0.0,24.4164948008051,0.03399544,8.1,7.41,-0.0231715489172534,5.5,1177.0,0.9990000000000001,8.648,87.69,0.004839047,46.7,51.4,46.6,34020.0,6.653517375,52560.0,1220.0,5.0,0.0415655116698371,24.39,1.9579,39.8357,56.9,4.051591548,837.0
1990-08-10,10.34000015,4.03,9.36,0,16.0729312565288,607.20394139131,0.016197841,0.046446758245020994,0.9973171909999999,0,0,19.023616761274,0,335.52,334.22,339.94,339.9,15.48315644,21.67,0.98000015,0,0,0.0,24.0947499110115,0.034499285,8.05,7.4,-0.0238860187520157,5.5,1177.0,1.034,8.657,87.59,0.004839047,46.7,51.4,46.6,45780.0,9.14087932,30660.0,1232.0,5.0,0.0482202955543256,25.75,1.9321,40.0789,56.9,4.054782808,448.0
1990-08-13,10.34000015,4.03,9.36,0,16.2314797056976,607.20394139131,0.016197841,0.046446758245020994,1.160717288,0,0,19.2146043151136,0,338.84,332.02,338.88,335.39,15.63636364,21.67,0.98000015,0,0,0.0,24.328814132737303,0.034094853,8.23,7.42,-0.0316486078997989,5.5,1177.0,1.04,8.693,87.01,0.004839047,46.7,51.4,46.6,31380.0,9.957132025,53760.0,1237.0,5.0,0.0477747636770798,25.74,1.9508,40.3219,56.9,4.067547848999999,726.0
1990-08-14,10.32999992,4.03,9.35,0,16.257331399868,607.20394139131,0.016197841,0.046446758245020994,1.203838013,0,0,19.2485407567181,0,339.39,337.19,340.96,338.77,15.66174435,21.67,0.979999920000001,0,0,0.0,24.363890045454003,0.034132915,8.14,7.43,-0.0537090040531412,5.5,1177.0,0.991999999999999,8.655,86.37,0.004839047,46.7,51.4,46.6,37860.0,9.313555095,51000.0,1237.0,5.0,0.0396644691137347,24.18,1.9544,40.1977,56.9,4.054073638999999,852.0
1990-08-15,10.32999992,4.03,9.35,0,16.2141002084448,607.7569504454,0.016197841,0.0432287345508202,1.162544917,0,0,19.289287872613002,0,340.06,339.38,341.92,339.38,15.69266267,21.67,0.979999920000001,0,0,-0.0025744189553606103,24.2954960165237,0.033958654,8.28,7.45,-0.0723047162088736,5.5,1177.0,0.935,8.638,86.3,0.004839047,46.7,51.4,46.6,30660.0,6.054076232999999,33120.0,1236.0,5.0,0.0353887143401705,23.31,1.9580000000000002,40.1991,56.9,4.0480457030000006,887.0
